date,stock_name,stock_code
2022-10-24,삼성전자,005930
2022-10-24,미래나노텍,095500
2022-10-25,대한전선,001440
2022-10-25,미래나노텍,095500
2022-10-26,EV수성,084180
2022-10-26,EV수성,084180
2022-10-26,BNGT,032790
2022-10-27,지투파워,388050
2022-10-27,우리바이오,082850
2022-10-28,셀리버리,268600
2022-10-28,남선알미늄,008350
2022-10-31,HMM,011200
2022-10-31,카카오뱅크,323410
2022-11-01,SM,063440
2022-11-01,SM,063440
2022-11-01,SM,063440
2022-11-01,SM,063440
2022-11-02,KG이니시스,035600
2022-11-02,포스코엠텍,009520
2022-11-04,고려시멘트,198440
2022-11-04,이랜텍,054210
2022-11-07,엘컴텍,037950
2022-11-07,쎄노텍,222420
2022-11-08,케이사인,192250
2022-11-08,이루온,065440
2022-11-09,YTN,040300
2022-11-09,성우하이텍,015750
2022-11-10,코닉오토메이션,391710
2022-11-11,이랜텍,054210
2022-11-14,성우하이텍,015750
2022-11-14,SDN,099220
2022-11-15,대모,317850
2022-11-15,씨유메디칼,115480
2022-11-16,대주산업,003310
2022-11-16,대호에이엘,069460
2022-11-21,오에스피,368970
2022-11-21,버킷스튜디오,066410
2022-11-22,삼화네트웍스,046390
2022-11-22,삼부토건,001470
2022-11-23,하나마이크론,067310
2022-11-23,NI스틸,008260
2022-11-24,대영포장,014160
2022-11-24,세종메디칼,258830
2022-11-25,프로이천,321260
2022-11-25,하나기술,299030
2022-11-25,세우글로벌,013000
2022-11-28,오르비텍,046120
2022-11-28,동국산업,005160
2022-11-29,아시아나항공,020560
2022-11-29,SBI인베스트먼트,019550
2022-11-30,SCI평가정보,036120
2022-12-01,주성엔지니어링,036930
2022-12-01,GS건설,006360
2022-12-02,대명에너지,389260
2022-12-02,유일에너테크,340930
2022-12-05,우리손에프엔지,073560
2022-12-05,정다운,208140
2022-12-05,한화솔루션,009830
2022-12-06,유한양행,000100
2022-12-07,실리콘투,257720
2022-12-07,대신정보통신,020180
2022-12-08,쏠리드,050890
2022-12-08,삼성생명,032830
2022-12-09,팬오션,028670
2022-12-09,오픈엣지테크놀로지,394280
2022-12-12,브이티지엠피,018290
2022-12-12,오픈엣지테크놀러지,394280
2022-12-13,두산에너빌리티,034020
2022-12-13,우진,105840
2022-12-14,하나마이크론,067310
2022-12-14,노터스,278650
2022-12-15,조광ILI,044060
2022-12-15,일동제약,249420
2022-12-19,노터스,278650
2022-12-19,카카오게임즈,293490
2022-12-19,카카오게임즈,293490
2022-12-19,노터스,278650
2022-12-21,세종메디칼,258830
2022-12-21,청담글로벌,362320
2022-12-21,세종메디칼,258830
2022-12-21,청담글로벌,362320
2022-12-22,노터스,278650
2022-12-22,팬오션,028670
2022-12-22,노터스,278650
2022-12-22,팬오션,028670
2022-12-26,제주항공,089590
2022-12-26,제주항공,089590
2022-12-27,제주항공,089590
2022-12-27,제주항공,089590
2022-12-28,동운아나텍,094170
2022-12-28,동운아나텍,094170
2023-01-02,한국항공우주,047810
2023-01-03,에브리봇,270660
2023-01-04,엠게임,058630
2023-01-05,금양,001570
2023-01-05,써니전자,004770
2023-01-06,애경산업,018250
2023-01-09,실리콘투,257720
2023-01-11,기가레인,049080
2023-01-11,웹스,196700
2023-01-12,이수페타시스,007660
2023-01-13,제주항공,089590
2023-01-13,조이시티,067000
2023-01-16,두산에너빌리티,034020
2023-01-16,조광ILI,044060
2023-01-17,코퍼스코리아,322780
2023-01-17,컬러레이,900310
2023-01-18,YG,037270
2023-01-18,자화전자,033240
2023-01-25,티쓰리,204610
2023-01-25,넥슨게임즈,225570
2023-01-26,레이크머티리얼즈,281740
2023-01-27,글로벌텍스프리,204620
2023-01-27,시노펙스,025320
2023-01-30,위메이드맥스,101730
2023-01-30,위메이드,112040
2023-01-31,원준,382840
2023-02-01,오픈베이스,049480
2023-02-01,일성건설,013360
2023-02-02,선익시스템,171090
2023-02-02,누리플렉스,040160
2023-02-06,KGETS,151860
