date,stock_name,stock_code,end_date,br_pr_D1,tr_pr_D0,tr_hpr_D0,Volume_D10,Volume_D9,Volume_D8,Volume_D7,Volume_D6,Volume_D5,Volume_D4,Volume_D3,Volume_D2,Volume_D1,tr_vol_D0,lpr_D10,lpr_D9,lpr_D8,lpr_D7,lpr_D6,lpr_D5,lpr_D4,lpr_D3,lpr_D2,lpr_D1,gap_change,mean_vlome,today_vlome,vlome_change,slope,day_change,deter_change
2020-12-22,리노스,039980,20201222,1275,1320,1455,166928,201327,185940,134075,100675,149153,5923002,1038493,907228,656232,16179774,1155,1145,1160,1170,1155,1155,1160,1210,1245,1230,0.0352941176470589,880827.6,16179774,17.368831766851994,0.0687351863822452,135,1
2020-12-23,텔레칩스,054450,20201223,12850,13250,14650,209312,232849,291137,209836,1309400,245034,281979,386612,226288,3104810,7430302,11900,11850,12200,12000,11900,12200,12250,12400,12150,12200,0.0311284046692605,340709.7,7430302,20.808307776385583,0.0115222876366694,1400,1
2020-12-23,국제약품,002720,20201223,11400,12250,13400,353889,237839,225114,624784,347189,263413,251946,251254,1948321,6721403,14365691,10050,10000,10050,10050,10150,10100,10000,9990,9980,10700,0.0745614035087718,451714.9,14365691,30.80256174857194,0.0062618687050792,1150,1
2020-12-24,모트렉스,118990,20201224,7110,7160,7350,1908886,6309135,1288228,2454935,804780,852706,1080620,908614,12889824,64993638,9995705,6450,6610,6620,6610,6610,6610,6500,6280,6450,6750,0.0070323488045007,2850507.8,9995705,2.5066401151401867,-0.0014545219471198,190,1
2020-12-24,한국내화,010040,20201224,3430,3590,4455,122252,180867,300149,74903,100215,93391,117066,126401,804924,315653,12831615,3370,3410,3480,3480,3460,3445,3440,3425,3435,3405,0.0466472303206997,192462.3,12831615,65.6707973457659,0.0037558685446016,865,1
2020-12-28,압타바이오,293780,20201228,46300,46650,50000,346098,398791,290727,281170,658763,369868,2178996,2393178,614203,1966074,2083757,36850,37650,37350,38350,38000,38700,38500,42200,42050,41250,0.0075593952483801,758179.4,2083757,1.748369317340988,0.0013510464263552,3350,1
2020-12-28,러셀,217500,20201228,2705,2830,2950,468311,520954,352152,459956,315188,689433,381542,1675419,448374,377000,1583576,2810,2800,2790,2760,2760,2690,2650,2760,2710,2705,0.0462107208872457,531427.9,1583576,1.9798510766935644,-0.0428384235460136,120,1
2020-12-28,파라텍,033540,20201228,12000,12350,12800,462488,368298,358083,1953808,1051020,1243240,821468,604906,475983,762195,721539,11800,11150,11350,11850,12250,13050,13200,12650,11800,11350,0.0291666666666665,735209.4,721539,-0.0185938863132054,0.0012667700037415,450,1
2020-12-29,삼성제약,001360,20201229,5580,5820,6740,21888457,41322187,10656658,4482388,8689972,4674658,5461139,3345984,2550151,48821482,84884906,4410,4865,4790,4960,4900,4655,4430,4320,4285,4355,0.043010752688172,10307833.4,84884906,7.2349900998593935,-0.0069199220914949,920,1
2020-12-29,대한항공우,003495,20201229,37900,38700,47000,28505,32999,17205,25469,33026,26545,38725,22992,16805,16433,206781,44200,41550,42800,41150,39650,37600,36100,37550,37600,37800,0.0211081794195251,28927.1,206781,6.148348780209561,-0.0009854517611026,8300,1
2020-12-29,SJM,123700,20201229,3210,3500,4110,23742,9818,56099,38379,22517,27520,13726,23695,36423,201308,2381369,2910,2915,2895,2965,2970,2990,3000,2970,3020,3060,0.0903426791277257,25602.9,2381369,92.01169008198288,0.0534698521046644,610,1
2020-12-30,한국큐빅,021650,20201230,3875,4075,4780,86754,47917,81755,94495,79490,76724,98798,47596,83564,149077,6538829,3825,3860,3845,3845,3855,3830,3760,3790,3810,3755,0.0516129032258063,70187.3,6538829,92.16256644720626,-0.0592092574734801,705,1
2020-12-30,파라텍,033540,20201230,13000,13250,13800,358083,1953808,1051020,1243240,821468,604906,475983,762195,721539,538654,1287771,11350,11850,12250,13050,13200,12650,11800,11350,11500,12100,0.0192307692307691,800604.2,1287771,0.6084989311822246,-0.0005522827687776,550,1
2020-12-30,압타머사이언스,291650,20201230,26150,27450,29100,1020511,1075846,395476,275981,704187,825072,366844,238559,238839,351759,1948643,24750,25650,25050,24850,24900,25500,25000,25100,25000,25000,0.0497131931166348,517041.5,1948643,2.7688328693151325,-0.0006983240223462,1650,1
2021-10-29,아비코전자,036010,20211029,11800,12100,12950,362121,352228,741652,256664,323735,514380,300507,287735,439131,929283,1119719,9920,9750,10150,10350,10150,10250,10600,10500,10700,11200,0.0254237288135592,359110.3,1119719,2.11803643615903,0.0066382853599759,850,1
2021-10-29,TJ미디어,032540,20211029,6600,6740,7400,170753,341429,208293,173495,145925,101773,10039182,2327746,2381109,711090,6583001,5690,5500,5370,5310,5200,5170,5270,6310,6350,6400,0.0212121212121212,1589710.5,6583001,3.141006176910828,0.0036990639550418,660,1
2021-10-29,티플랙스,081150,20211029,4660,4760,5500,703619,358790,303309,240559,213402,202739,283083,63488409,22819054,7987710,62419384,3740,3780,3845,3815,3790,3790,3760,3880,4585,4565,0.0214592274678111,8861846.4,62419384,6.043609331797942,0.0066980987034284,740,1
2021-11-01,이녹스,088390,20211101,27550,28850,29200,28548,30053,135450,83150,116981,50084,32562,41896,67779,72306,275836,26900,27050,26150,25300,25600,25600,25850,26200,26500,26950,0.0471869328493648,61570.3,275836,3.480017151126436,-0.0002131287297527,350,1
2021-11-01,엠게임,058630,20211101,9430,9600,12250,554059,1724925,1910338,2560830,4832362,1571240,766924,4534694,3412401,1285156,22636877,8610,8860,9110,9360,9460,9180,9280,9300,9500,9310,0.0180275715800635,2188002.3,22636877,9.345910970934538,0.0081967213114753,2650,1
2021-11-01,휴켐스,069260,20211101,26350,27650,28100,462794,899715,304533,322676,308239,297482,215054,257618,807979,431037,1558850,26100,26700,26500,26150,25800,25950,26500,26000,26150,26150,0.049335863377609,390419.0,1558850,2.992761622769384,-0.0033098591549293,450,1
2021-11-01,휴켐스,069260,20211101,26350,27650,28100,462794,899715,304533,322676,308239,297482,215054,257618,807979,431037,1558850,26100,26700,26500,26150,25800,25950,26500,26000,26150,26150,0.049335863377609,390419.0,1558850,2.992761622769384,-0.0033098591549293,450,1
2021-11-01,휴켐스,069260,20211101,26350,27650,28100,462794,899715,304533,322676,308239,297482,215054,257618,807979,431037,1558850,26100,26700,26500,26150,25800,25950,26500,26000,26150,26150,0.049335863377609,390419.0,1558850,2.992761622769384,-0.0033098591549293,450,1
2021-11-02,넷게임즈,225570,20211102,16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100,0.0341614906832297,722700.6,1487776,1.0586339626672512,0.0059396605908233,550,1
2021-11-02,디알젬,263690,20211102,11400,11850,12500,22523,13786,29296,30815,15968,19146,21595,41794,24411,15554,120552,11650,11850,11700,11850,11750,11700,11300,11550,11500,11350,0.0394736842105263,23183.4,120552,4.199927534356479,-0.0114803625377642,650,1
2021-11-02,삼일제약,000520,20211102,7990,8470,9080,17549,48208,46843,21049,30640,33380,26374,30304,28742,48710,593232,8500,8310,8290,8270,8180,8210,8190,8100,8080,7990,0.0600750938673342,29216.9,593232,19.304412856942385,-0.0201356970890789,610,1
2021-11-02,넷게임즈,225570,20211102,16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100,0.0341614906832297,722700.6,1487776,1.0586339626672512,0.0059396605908233,550,1
2021-11-02,넷게임즈,225570,20211102,16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100,0.0341614906832297,722700.6,1487776,1.0586339626672512,0.0059396605908233,550,1
2021-11-02,넷게임즈,225570,20211102,16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100,0.0341614906832297,722700.6,1487776,1.0586339626672512,0.0059396605908233,550,1
2021-11-03,원익큐브,014190,20211103,3995,4140,4535,884540,593123,1252350,1238889,600223,658994,650674,1517664,1758118,3339609,14937612,3945,3850,3750,3785,3800,3940,3880,3860,4000,3960,0.0362953692115144,915911.0,14937612,15.309021291370012,0.0173745173745177,395,1
2021-11-03,휴켐스,069260,20211103,27600,28550,28950,304533,322676,308239,297482,215054,257618,807979,431037,1558850,2339718,3073569,26500,26150,25800,25950,26500,26000,26150,26150,26200,26700,0.0344202898550725,453241.8,3073569,5.781300842067083,0.0028612303290417,400,1
2021-11-03,휴켐스,069260,20211103,27600,28550,28950,304533,322676,308239,297482,215054,257618,807979,431037,1558850,2339718,3073569,26500,26150,25800,25950,26500,26000,26150,26150,26200,26700,0.0344202898550725,453241.8,3073569,5.781300842067083,0.0028612303290417,400,1
2021-11-03,휴켐스,069260,20211103,27600,28550,28950,304533,322676,308239,297482,215054,257618,807979,431037,1558850,2339718,3073569,26500,26150,25800,25950,26500,26000,26150,26150,26200,26700,0.0344202898550725,453241.8,3073569,5.781300842067083,0.0028612303290417,400,1
2021-11-03,범양건영,002410,20211103,8170,8460,8490,3061937,1203895,846284,1404710,1199339,1018732,701880,568955,1571920,984322,1382604,8350,8240,8110,8310,8220,7760,7820,7560,7670,8090,0.0354957160342717,1158614.2,1382604,0.1933256126154849,-0.0074835850518617,30,1
2021-11-04,보라티알,250000,20211104,14000,14200,16350,23002,16540,47684,38556,16655,18915,80484,40884,43393,69248,679008,13450,13300,13350,13700,13850,13700,13700,13650,13850,13950,0.0142857142857142,34246.3,679008,18.8271930106318,0.0112790697674418,2150,1
2021-11-04,초록뱀컴퍼니,052300,20211104,1690,1740,1880,3530849,25357177,3723379,1621674,4968984,1449953,6848179,2130749,16576575,3950592,12967766,1370,1400,1435,1430,1480,1500,1510,1535,1500,1590,0.0295857988165679,6620939.9,12967766,0.9585989596431768,0.0434343434343431,140,1
2021-11-04,우진,105840,20211104,9320,9760,10800,2154812,920611,5481169,2886808,1985667,1875582,862447,949565,683720,1225294,13289510,9090,9110,9430,9250,9660,9330,9380,9330,9290,9300,0.0472103004291846,1781118.1,13289510,6.4613300488047365,0.0057755423894974,1040,1
2021-11-05,대양금속,009190,20211105,5480,5510,5700,240847,225780,323025,303737,2179210,618678,495556,405620,841822,629882,910350,5250,5250,5290,5320,5180,5370,5260,5270,5280,5340,0.0054744525547445,563997.5,910350,0.6141028993922846,0.0181004281821728,190,1
2021-11-05,성우테크론,045300,20211105,5340,5620,5690,113013,92588,118020,100771,73836,97977,75624,119165,61395,145022,481748,5300,5310,5530,5480,5450,5430,5360,5370,5430,5230,0.0524344569288388,85807.9,481748,4.614261623929732,-0.0063908288312025,70,1
2021-11-05,GH신소재,130500,20211105,5160,5300,6440,72872,60622,104188,81763,99112,85934,95451,83751,110896,100637,7372277,5240,5220,5340,5360,5370,5150,5130,5290,5190,5130,0.0271317829457364,80102.9,7372277,91.03508237529478,-0.0149442755825731,1140,1
2021-11-05,제이씨현시스템,033320,20211105,6350,6640,7300,133210,71588,84378,2343063,251001,167283,140098,128449,87307,75428,2430158,6260,6160,6230,6450,6600,6420,6440,6180,6450,6320,0.0456692913385827,341367.7,2430158,6.118886760522451,0.0057371254554353,660,1
2021-11-08,팜스토리,027710,20211108,2685,2765,2960,9857125,31708112,10187782,38798235,9112663,7420630,5535218,14169936,20598125,8754345,28988304,2485,2625,2630,2685,2695,2530,2545,2545,2665,2680,0.0297951582867783,14739078.6,28988304,0.9667650052425938,0.0098838050238659,195,1
2021-11-08,국전약품,307750,20211108,12450,12750,13250,2619101,4697356,2051726,1409142,1592610,2316389,1420037,1561377,1104043,1193292,2632582,13650,14250,14550,13850,13300,13750,13450,12850,12700,12350,0.0240963855421687,1878503.1,2632582,0.40142542218855,-0.003705429969704,500,1
2021-11-08,티웨이홀딩스,004870,20211108,1190,1180,1210,444608,280249,263141,174614,155183,209424,142627,192697,194685,454782,695149,1265,1285,1275,1270,1260,1240,1240,1220,1190,1170,-0.0084033613445377,205843.8,695149,2.3770703805506894,-0.0735379270411116,30,1
2021-11-09,두산밥캣,241560,20211109,40850,42400,45100,224237,271574,182450,149824,175509,431040,401974,214317,178433,255156,1316575,37950,38300,38350,38000,38300,38550,39500,39900,39000,40300,0.0379436964504285,227445.8,1316575,4.788521924783839,0.0031519561751359,2700,1
2021-11-09,에스엠,041510,20211109,79400,80900,82200,1457035,992906,1295419,468670,586036,413169,463796,690648,389354,730662,740019,73800,81100,77100,76800,78000,79000,76500,74000,74400,75400,0.0188916876574307,683923.3,740019,0.0820204546328513,-0.0004872937394453,1300,1
2021-11-09,퓨처켐,220100,20211109,18750,19500,21450,168099,67603,212495,141398,114492,95690,1232935,431990,258685,305162,1069203,16800,16750,16850,17300,16950,17000,17750,18900,18750,18550,0.04,274483.7,1069203,2.8953242032222675,0.0030808155975591,1950,1
2021-11-10,버킷스튜디오,066410,20211110,5550,5750,7210,35246644,104726910,22837900,19779240,29519294,7925341,8132806,6051120,4904676,16079530,83934395,4000,5090,5710,5680,5920,5560,5290,5170,5140,5220,0.0360360360360361,23913114.1,83934395,2.509973425000301,0.0013961207506803,1460,1
2021-11-10,한국맥널티,222980,20211110,6820,7220,7930,61150,90110,73771,74884,73870,50770,125183,150549,67317,59122,900990,7470,7320,7140,7050,7110,7140,6900,6620,6530,6670,0.0586510263929618,77553.4,900990,10.61767246826058,-0.0091458103478311,710,1
2021-11-10,한신기계,011700,20211110,4585,4995,5120,6003002,4901510,3664366,3687912,3851412,7036400,72419591,21861339,5711436,8101801,17412836,4510,4320,4290,4080,4145,4245,4315,4500,4400,4550,0.089422028353326,12914208.8,17412836,0.3483471012176913,0.0063018769374015,125,1
2021-11-11,신원종합개발,017000,20211111,13900,14550,14850,361774,2497666,830800,589583,383001,373975,1857440,4128217,9380326,3315699,2558887,8620,8760,9150,8960,9050,8910,8110,9380,12500,13700,0.0467625899280574,2041763.2,2558887,0.2532731513625086,0.0011566569916923,300,1
2021-11-11,웰크론한텍,076080,20211111,4740,4790,5110,3244242,2983560,671566,709787,1618143,730902,741647,567217,1442302,736954,5814789,4655,4800,4750,4680,4700,4700,4530,4530,4735,4735,0.010548523206751,1271447.6,5814789,3.5733611043034728,-0.0089543918330369,320,1
2021-11-11,파라텍,033540,20211111,2635,2750,2820,285738,186116,199310,320628,295814,256968,237750,376450,327401,570688,746759,2865,2870,2810,2785,2735,2650,2585,2495,2490,2485,0.0436432637571158,248899.5,746759,2.0002430699941143,-0.019001184726146,70,1
2021-11-12,비즈니스온,138580,20211112,33800,35350,43900,18288,234192,301483,982013,422159,427758,181386,125620,120107,1505792,3528056,20800,21800,23550,23750,25100,25200,25050,25800,25400,26050,0.0458579881656804,285690.6,3528056,11.349219750317303,0.0015730941704035,8550,1
2021-11-12,파라텍,033540,20211112,2690,2705,2800,186116,199310,320628,295814,256968,237750,376450,327401,570688,746759,481910,2870,2810,2785,2735,2650,2585,2495,2490,2485,2630,0.0055762081784387,277392.5,481910,0.7372856151482106,-0.0185146776178427,95,1
2021-11-12,큐브엔터,182360,20211112,24250,25200,26850,391564,1089888,809111,448790,325628,633148,1266795,633079,1910700,641635,979207,17300,18150,19650,20000,20650,21500,19500,20600,21800,23650,0.0391752577319588,753555.3,979207,0.2994494232871827,0.0014516992239764,1650,1
2021-11-15,이노와이어리스,073490,20211115,36250,38150,41400,15808,19497,14786,12477,13719,17094,17503,18395,23730,16998,149272,37150,37250,37700,37400,37000,37550,37400,36500,35950,36000,0.0524137931034482,19440.9,149272,6.678245348723567,-0.0035080304311073,3250,1
2021-11-15,지에스이,053050,20211115,2770,2890,3100,2446440,1671291,9485618,1627163,1448684,3511446,1242221,3390264,2433215,1767239,3982887,2895,2925,2925,2900,2750,2710,2750,2645,2610,2670,0.0433212996389891,2725944.2,3982887,0.4611036425470483,-0.0225730303924461,210,1
2021-11-16,에코캡,128540,20211116,8530,8890,10000,654510,564237,1951998,1356987,986553,2223947,10349894,2965559,1283532,855357,6811155,11850,11900,10150,9680,9600,8850,8320,8420,8270,8100,0.0422039859320046,2234721.7,6811155,2.047876162834952,-0.0019956438698787,1110,1
2021-11-16,티에이치엔,019180,20211116,4235,4510,4850,514173,1730138,565045,578993,418922,410593,538827,567650,12892006,1123411,5416777,4080,4175,4115,4000,4030,4025,3900,3690,3775,4180,0.0649350649350648,1822119.7,5416777,1.9727887800126416,-0.0089904904281383,340,1
2021-11-16,위지윅스튜디오,299900,20211116,41550,42150,48000,979774,865549,3503183,1316847,1554006,5116946,3048182,2765647,5269252,2425117,6640813,28050,28500,28900,30650,31600,34100,36600,37750,38000,38850,0.0144404332129963,2446738.6,6640813,1.7141489491358004,0.0006956124314442,5850,1
2021-11-17,넷게임즈,225570,20211117,17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700,0.0231213872832369,3367876.2,4065694,0.2071981743271915,-0.0006482593037214,1450,1
2021-11-17,한신기계,011700,20211117,4500,4755,5000,7036400,72419591,21861339,5711436,8101801,17412836,5733948,8833495,2991922,3010873,13145859,4245,4315,4500,4400,4550,4590,4490,4540,4480,4475,0.0566666666666666,15010776.8,13145859,-0.1242385937015598,0.0177262048836049,245,1
2021-11-17,이화전기,024810,20211117,1625,1760,1940,629256,400654,748937,1290019,1031674,880431,785760,493398,539290,278832,15497463,1775,1760,1715,1650,1615,1580,1525,1490,1590,1615,0.083076923076923,680135.9,15497463,21.78583294897388,-0.0258046528917939,180,1
2021-11-17,넷게임즈,225570,20211117,17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700,0.0231213872832369,3367876.2,4065694,0.2071981743271915,-0.0006482593037214,1450,1
2021-11-17,넷게임즈,225570,20211117,17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700,0.0231213872832369,3367876.2,4065694,0.2071981743271915,-0.0006482593037214,1450,1
2021-11-17,다날,064260,20211117,9320,9600,11000,17674596,21082316,15383286,13703149,45622321,18579462,29331267,11144327,7693459,15249501,60429831,8970,7890,7950,8130,8650,8700,8510,8830,8600,8970,0.0300429184549355,18022518.3,60429831,2.3530181517418685,0.0036902432205759,1400,1
2021-11-17,넷게임즈,225570,20211117,17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700,0.0231213872832369,3367876.2,4065694,0.2071981743271915,-0.0006482593037214,1450,1
2021-11-18,넷게임즈,225570,20211118,18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450,0.05,1895056.5,11011785,4.8107950871121785,-0.001017130620985,3350,1
2021-11-18,넷게임즈,225570,20211118,18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450,0.05,1895056.5,11011785,4.8107950871121785,-0.001017130620985,3350,1
2021-11-18,넷게임즈,225570,20211118,18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450,0.05,1895056.5,11011785,4.8107950871121785,-0.001017130620985,3350,1
2021-11-18,넷게임즈,225570,20211118,18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450,0.05,1895056.5,11011785,4.8107950871121785,-0.001017130620985,3350,1
2021-11-18,삼보산업,009620,20211118,1715,1750,1875,2899771,3534610,1838805,1346077,1181202,1408419,2886302,1077219,813696,765653,3165512,1910,1720,1800,1750,1690,1635,1650,1700,1720,1700,0.0204081632653061,1698797.6,3165512,0.8633838427838607,-0.0242223692918598,125,1
2021-11-18,티사이언티픽,057680,20211118,3425,3450,4145,1660923,897022,863499,3879408,1162546,1048009,1470371,665991,982429,556347,30290466,3320,3195,3255,3440,3400,3275,3115,3250,3285,3345,0.0072992700729928,1263434.3,30290466,22.974706084835592,-0.0016623568526041,695,1
2021-11-18,파버나인,177830,20211118,4480,4715,5430,86254,47346,73768,59279,67633,60367,75856,95657,49346,102874,2533709,4365,4360,4335,4385,4345,4230,4260,4390,4325,4320,0.0524553571428572,62093.6,2533709,39.80467230117114,-0.0180189563587121,715,1
2021-11-19,애니플러스,310200,20211119,4350,4450,4650,728602,683516,5390621,844544,1365987,868119,557885,908877,811679,1050658,2913234,3920,3885,4025,3955,3790,4025,4030,3990,4075,4050,0.0229885057471264,1216448.0,2913234,1.3948693244594097,0.0200007181586413,200,1
2021-11-19,이루온,065440,20211119,2210,2385,2385,627748,511905,444449,382284,347020,279728,268688,228774,384911,674586,2642907,2025,2060,2145,2115,2050,2055,2080,2130,2145,2155,0.0791855203619908,347789.2,2642907,6.599163516290902,0.039375928677563,0,0
2021-11-19,신테카바이오,226330,20211119,10300,10800,12150,70777,123625,40278,53317,61064,43286,57534,47581,54909,80821,644910,10900,10500,10500,10250,10050,10150,10250,10350,10050,9880,0.0485436893203883,56452.1,644910,10.424021427015116,-0.0084290092991844,1350,1
2021-11-22,디지캡,197140,20211122,10100,10500,11050,432569,465326,442458,449708,350969,1132396,230774,596723,280404,303208,435951,10450,10000,10300,10300,10350,9500,9570,9460,9790,9860,0.0396039603960396,439237.7,435951,-0.0074827365683775,-0.0054870221359466,550,1
2021-11-22,위메이드맥스,101730,20211122,37400,39000,45550,1450529,983643,1053679,877141,1173331,711598,3366029,1250437,1108981,0,2694057,30100,31700,29400,29250,30500,30850,31900,34700,36500,37400,0.0427807486631015,1202091.8,2694057,1.2411408180307029,0.0008620911335116,6550,1
2021-11-22,코퍼스코리아,322780,20211122,3350,3475,3785,321199,402625,553518,471208,230445,179788,128498,361648,1053098,315751,3716053,3400,3450,3330,3205,3200,3270,3295,3190,3415,3350,0.0373134328358208,370581.2,3716053,9.027634969070206,-0.0065877798245339,310,1
2021-11-23,와이엠텍,273640,20211123,38600,39200,43500,45661,47380,40324,37293,37800,80061,54725,41743,670221,119412,957134,35050,33800,33300,34150,34550,34450,34650,34150,34550,38200,0.0155440414507772,109870.8,957134,7.711450176024931,0.0012377603632866,4300,1
2021-11-23,아남전자,008700,20211123,2440,2475,2730,318830,395055,394983,316215,473620,487977,1030541,306643,2291891,2343009,12074978,2240,2190,2110,2115,2215,2235,2215,2205,2225,2405,0.014344262295082,601848.5,12074978,19.063152105554803,0.0214082835219808,255,1
2021-11-23,키네마스터,139670,20211123,20400,20700,24800,94796,134603,116883,1664522,350063,159213,225968,2072236,5136192,828433,4847435,15400,14900,14700,14900,16750,16500,16050,15650,18500,20400,0.0147058823529411,997927.6,4847435,3.857501686495093,0.0013195998142597,4100,1
2021-11-24,아이에이,038880,20211124,1155,1155,1225,3418891,2054041,1658696,3020995,1644565,1348291,1825029,21664180,47305765,10802293,17382829,970,956,980,1000,1010,1000,988,1015,1100,1100,0.0,8394167.8,17382829,1.070822196334936,0.0517522174714768,70,1
2021-11-24,진바이오텍,086060,20211124,5170,5280,6300,52120,71644,63270,27651,36637,23133,74098,44918,51139,91752,4653164,5350,5150,5160,5220,5270,5200,5020,5040,5000,4955,0.0212765957446807,45091.0,4653164,102.19496130048124,-0.0196353670560319,1020,1
2021-11-24,모트렉스,118990,20211124,6150,6600,6930,317550,604847,390541,219202,266327,251648,202473,17913178,3891578,4441139,8892351,5150,5130,5470,5550,5520,5410,5350,5700,6180,6150,0.0731707317073171,2406427.4,8892351,2.6952500623954,0.0071054346630102,330,1
2021-11-24,쏠리드,050890,20211124,6730,7060,7600,324074,272573,163579,246917,208349,325439,501797,734570,1286515,339832,6603524,6340,6290,6320,6460,6420,6300,6180,6220,6740,6650,0.0490341753343239,407141.3,6603524,15.219243785879744,0.0076097295828237,540,1
2021-11-25,드림어스컴퍼니,060570,20211125,5100,5310,5570,32548,48182,92787,120512,312257,263569,98476,282371,72340,67324,643833,4720,4750,4710,4800,4785,4980,5030,5140,5030,5030,0.0411764705882353,132861.2,643833,3.845906856177725,0.0170080288382762,260,1
2021-11-25,KCTC,009070,20211125,6000,6140,6600,474005,183347,163244,139553,174073,118473,104432,120129,85728,103875,853319,6120,6110,6130,6210,6080,5950,6050,5970,6010,5970,0.0233333333333334,156958.4,853319,4.4365933903505645,-0.0266975308641974,460,1
2021-11-25,엠투엔,033310,20211125,10750,11000,11350,233998,335019,316789,295305,354613,313906,287057,196409,499970,200835,668631,10650,10700,10250,10300,10700,10450,10800,10550,10550,10700,0.0232558139534884,284441.6,668631,1.350679366168662,0.0035803497085763,350,1
2021-11-26,플레이그램,009810,20211126,2825,2840,3020,4526409,4432537,5671946,4069961,4602504,3838255,4226681,2068364,2244487,4333491,4379151,2430,2620,2515,2580,2805,2680,2480,2570,2680,2820,0.0053097345132744,3568416.4,4379151,0.2271973080271685,0.0124170553840089,180,1
2021-11-26,이연제약,102460,20211126,40800,42100,47650,188415,233534,103318,193786,148859,177014,134694,101439,99999,90496,889713,42500,43500,43300,41300,40800,40600,40600,40500,40350,40500,0.0318627450980393,142870.8,889713,5.227395660974811,-0.0020713484901394,5550,1
2021-11-26,키네마스터,139670,20211126,20650,21950,24600,1664522,350063,159213,225968,2072236,5136192,828433,4847435,857847,750142,3209646,14900,16750,16500,16050,15650,18500,20400,20600,22050,20400,0.0629539951573849,1616650.9,3209646,0.9853674036862256,0.001072250505614,2650,1
2021-11-29,두산중공업,034020,20211129,23050,20300,20750,7062809,7188676,11749178,9902698,10971093,7227822,6459378,6032526,5012820,6052043,20603007,25500,25250,25350,24400,23200,23600,23600,23350,23300,22900,-0.1193058568329717,7162775.0,20603007,1.8764001382145885,-0.002768918117926,450,1
2021-11-29,키네마스터,139670,20211129,21300,19950,22650,350063,159213,225968,2072236,5136192,828433,4847435,857847,750142,3209646,896715,16750,16500,16050,15650,18500,20400,20600,22050,20400,20750,-0.0633802816901408,1525017.9,896715,-0.4119970657393594,0.0011053580486237,2700,1
2021-11-29,시스웍,269620,20211129,1130,1205,1240,3864037,3910174,31199447,6390117,3746547,3832266,2642100,11778216,12274685,8894460,21157375,1025,1045,1045,1100,1060,1020,1025,1040,1100,1080,0.0663716814159292,7963882.9,21157375,1.6566657578553796,0.0362407862407866,35,1
2021-11-29,EDGC,245620,20211129,3460,3610,3970,342038,332971,291024,462263,296643,349817,257307,490617,296387,1129051,7229620,3700,3710,3610,3430,3435,3380,3345,3300,3265,3240,0.0433526011560694,312303.7,7229620,22.1493254802937,-0.0167338284025298,360,1
2021-11-30,청담러닝,096240,20211130,34050,35450,36900,173912,146350,510148,150785,124802,65589,116856,123918,118211,125462,513563,34850,34950,34600,33200,32800,32550,31600,32600,32700,32850,0.0411160058737152,156747.1,513563,2.2763795949015964,-0.0021087200760522,1450,1
2021-11-30,플레이그램,009810,20211130,2865,2900,2930,5671946,4069961,4602504,3838255,4226681,2068364,2244487,4333491,4379151,2014245,2814434,2515,2580,2805,2680,2480,2570,2680,2820,2835,2775,0.012216404886562,3543777.0,2814434,-0.2058095077653023,0.0136415670312897,30,1
2021-11-30,미래나노텍,095500,20211130,4590,4790,5330,184263,171956,155481,190372,210553,4445067,948708,6394701,1130615,769722,11019967,4100,4050,3960,4105,4090,4125,4345,4460,4630,4400,0.0435729847494552,1383704.6,11019967,6.964103754515233,0.0118282046285306,540,1
