br_pr_D1,tr_pr_D0,tr_hpr_D0,Volume_D10,Volume_D9,Volume_D8,Volume_D7,Volume_D6,Volume_D5,Volume_D4,Volume_D3,Volume_D2,Volume_D1,tr_vol_D0,lpr_D10,lpr_D9,lpr_D8,lpr_D7,lpr_D6,lpr_D5,lpr_D4,lpr_D3,lpr_D2,lpr_D1
2370,2470,2650,12605632,10119372,4513250,4013810,2494335,2728319,2556664,2895568,914547,2548129,8222306,2725,2715,2650,2520,2355,2260,2340,2250,2250,2280
3755,3805,4090,124855,95941,105554,126218,145032,142439,120195,1115327,311044,324908,1070188,3675,3730,3695,3530,3375,3445,3535,3520,3825,3750
15700,16050,16650,96297,85735,144755,230721,419676,192295,303748,542563,738287,329799,227731,17650,17700,17100,16550,15050,15350,15100,14500,15950,15700
1475,1510,1695,2249848,7168776,25113734,17085861,4882363,7258155,14994040,15992968,15300993,6559417,57249423,1400,1405,1485,1405,1320,1380,1480,1480,1510,1440
3580,3810,3920,1953311,390388,479478,249862,347195,691579,183456,327570,287659,252555,2482303,3600,3605,3350,3300,3375,3400,3430,3475,3410,3515
8210,8610,10650,2287836,3433645,11304271,9203908,4084011,7476902,2851266,2788166,28103014,7766635,38149185,7540,7480,7490,8100,7690,7750,8100,7850,7880,8210
5240,5660,6220,372055,793039,855938,345002,1484258,655771,330258,379686,523585,707446,7160511,5000,4640,4420,4650,4760,4980,5100,5070,5150,5160
3530,3730,3845,315679,251088,141317,183751,1122937,231092,201219,217491,281291,170013,1909888,3260,3100,3200,3050,3210,3425,3365,3390,3410,3460
23950,17550,20700,198909,577988,395956,337139,138633,93093,158706,121330,237575,277535,976087,22800,23250,24500,23350,23550,23700,23500,23350,22250,22750
16800,17550,19150,367549,402480,368569,165730,219046,465208,209024,353087,295894,243072,1109695,15400,15700,15700,15800,15800,16200,16950,16450,16650,16500
16800,17550,19150,367549,402480,368569,165730,219046,465208,209024,353087,295894,243072,1109695,15400,15700,15700,15800,15800,16200,16950,16450,16650,16500
5400,5570,6580,42209,58111,117697,51209,35590,45423,46309,46224,42905,23928,13096462,5270,5350,5350,5440,5450,5310,5360,5350,5400,5400
16800,17550,19150,367549,402480,368569,165730,219046,465208,209024,353087,295894,243072,1109695,15400,15700,15700,15800,15800,16200,16950,16450,16650,16500
16800,17550,19150,367549,402480,368569,165730,219046,465208,209024,353087,295894,243072,1109695,15400,15700,15700,15800,15800,16200,16950,16450,16650,16500
2185,2300,2740,7446434,7330128,6765362,3539824,7694777,2339278,3508715,4426673,8042311,2889593,58264265,2005,2000,2025,2020,2020,2050,1975,2000,2105,2115
2990,3195,3380,29869,55464,95497,44608,68704,63651,107443,35051,32224,37097,429619,2840,2880,2800,2975,2855,2850,2880,2920,2920,2945
8580,8990,9500,64564,13109,48446,16970,9158,14398,11936,14847,88632,46722,341239,7910,7850,7960,8110,8120,7900,7920,8070,8220,8440
61300,61300,63900,37548,22144,21582,34603,23560,40516,66241,38390,19798,49176,92703,57600,58000,57600,57400,59400,58000,58700,59100,59000,60000
342,1870,2040,0,0,0,0,0,0,0,0,0,0,4649055,342,342,342,342,342,342,342,342,342,342
6880,7240,7480,55948,887087,195037,534340,109413,140848,239072,88571,243998,88540,389332,6090,6330,6710,5800,5910,5980,6430,6330,6490,6620
2330,2375,2600,657914,672246,4800080,41563866,48792542,12840834,5317623,14710317,3624641,6548464,11595504,2065,2085,2085,2235,2380,2255,2210,2300,2315,2305
1165,1190,1215,109208995,117741614,39867950,143848342,75094263,22236971,24576032,16241462,13988103,11983102,16192363,999,1165,1140,1200,1180,1145,1150,1140,1130,1155
12550,12900,13550,22381,167565,353659,343254,196684,137380,110866,103077,1132495,254817,563390,11400,11350,11600,12050,11800,11700,12000,12100,12150,12400
62800,63500,64600,34603,23560,40516,66241,38390,19798,49176,92703,69294,34421,51667,57400,59400,58000,58700,59100,59000,60000,61100,60800,61500
2505,2600,2645,1629027,819348,3130753,1845797,1362326,1849355,13057249,2376447,1195559,2979691,6312540,2400,2390,2280,2335,2360,2415,2480,2485,2430,2380
476,490,605,355780,1027023,364692,569224,319505,413312,240778,424046,482405,670674,37580951,485,471,472,468,465,480,465,465,456,467
6200,6420,6700,6558606,4911420,2408373,32262266,30545823,5691040,5589123,19157477,79566550,16756918,27835982,4595,4505,4480,4570,4980,4985,4910,5030,5800,5910
8150,8400,8770,4057001,1074491,571079,540140,386230,206949,430252,308038,172687,267431,1071007,7810,7710,7860,7940,8060,8100,8000,7720,7800,7930
15200,15600,16150,256977,216080,125026,131785,142012,280662,70160,70455,117092,121055,310030,14650,15050,14900,15050,15350,15100,14900,14850,15050,15000
26200,27000,29950,200775,98027,98028,59255,65194,65583,55740,52182,101378,139900,751286,24450,24950,24800,25350,25800,26150,25250,25000,25600,25850
5890,6100,6320,76609,62491,58264,73457,67135,86848,55025,74670,60184,92016,518804,5690,5720,5870,5950,5950,5850,5720,5850,5880,5770
3520,3270,3675,470269,1031517,715356,500051,439802,473832,601504,512896,2383886,1400773,1991057,3275,3345,3445,3470,3455,3300,3185,3310,3410,3475
3340,3615,3830,1031517,715356,500051,439802,473832,601504,512896,2383886,1400773,1991057,3584228,3345,3445,3470,3455,3300,3185,3310,3410,3475,3270
3830,4030,4515,165231,80504,47029,78607,82090,39831,36850,38158,33299,34504,3061806,3660,3740,3840,3825,3675,3625,3720,3745,3755,3785
4135,4240,4645,1881127,483490,875468,5338801,29873971,3321101,13932087,11903066,1745323,4100150,29402783,3420,3465,3600,3520,3725,3880,3970,4170,4195,4030
1780,1850,1925,177816,186610,160715,215716,193185,150868,111564,169416,207888,137297,1284024,1810,1820,1800,1735,1730,1750,1750,1770,1720,1740
12200,12850,13400,31656,55014,31202,121560,82883,36982,38793,56378,104268,43160,275038,12300,12450,12450,11950,11600,11850,11900,11600,11600,11900
1370,1425,1470,488207,285796,228013,243878,259570,467437,250737,286540,188534,241589,1949286,1305,1340,1330,1280,1315,1335,1330,1300,1335,1360
4985,5280,5800,134501,66245,52267,44241,43873,92872,57582,47195,24321,111265,2118967,5030,5030,5010,4835,4855,4900,4925,4840,4860,4880
3600,3685,3900,73061,97847,67240,20197,184128,66952,56623,118281,67110,264360,719682,3445,3370,3295,3320,3325,3470,3490,3495,3520,3530
6800,7060,8530,30251,27736,67286,123299,2112429,225646,118984,1505664,330977,167070,13819093,6070,6050,5840,5860,6200,6430,6380,6490,6880,6710
4145,4320,4750,147553,160777,180754,303017,182048,177930,152897,67908,164889,137786,3871194,4220,4140,4050,4110,4040,4040,4000,4040,4075,4080
2835,2890,2985,1301514,1090553,12753095,31624134,25105561,6527007,47765356,5990856,5137211,14815789,7673311,2010,1980,2070,2250,2605,2545,2540,2810,2765,2830
6030,6260,6260,155305,131253,57328,86341,63208,77138,94627,241349,128698,65856,416479,5680,5500,5610,5690,5700,5720,5760,5880,5950,6020
5290,5400,5650,9209383,3587688,34712005,6095614,10054650,2434564,3929010,30269044,5128683,3592603,7739295,4350,4515,4580,4940,4810,4950,4950,5060,5300,5220
6750,7100,8080,304136,122106,199696,576249,137481,96914,149564,339998,251867,293925,5157897,6270,6150,6220,6470,6430,6390,6380,6480,6490,6630
8710,8950,10000,217265,84820,139885,129222,153705,214680,1625523,277649,141200,195732,11893071,8470,8440,8350,8310,8430,8580,8580,8650,8600,8620
2430,2560,2900,238629,583537,974781,759555,549369,431674,361995,539933,252696,603352,28555404,2220,2240,2310,2340,2390,2405,2400,2405,2395,2390
11700,12150,12800,2521913,13792055,7468348,6806529,19391848,9107521,3736965,1996196,4438749,2312890,10714207,10100,10150,10700,10100,11150,11250,11350,11100,11150,11450
22600,22900,24500,13257,12347,19399,15627,63801,24708,15872,26596,36839,23316,99954,20550,20800,20200,20950,21700,22250,22550,22500,22000,21550
11950,12000,12750,13792055,7468348,6806529,19391848,9107521,3736965,1996196,4438749,2312890,10714207,5949274,10150,10700,10100,11150,11250,11350,11100,11150,11450,11800
15350,16300,17800,100471,46133,67595,46657,40053,29442,26013,26581,27020,59072,1365420,14850,14850,14650,15250,15150,15250,15000,15150,15200,15150
3900,4030,4135,110737,69424,233388,266256,18086448,1222671,1074927,3154237,474057,1873326,2209683,3390,3350,3430,3500,3505,3790,3680,3765,3775,3875
23400,24550,26500,46610,59292,122091,61261,86036,28356,95032,47057,126340,49459,345277,21700,22050,23000,22900,23150,22850,23200,22900,23500,23000
4535,4675,5390,697492,604552,45345921,24642740,8868306,24884504,42852869,30951542,9185699,7497759,76406974,3410,3410,3520,4255,4205,4255,4400,4455,4490,4530
15350,15900,16450,88435,150170,538929,307331,90453,95358,114461,78634,57691,46521,195976,14350,14650,15550,16000,15600,15700,15200,15450,15300,15300
5090,5250,5300,29402783,2257292,17656837,3823497,3761564,9488459,17048398,2952433,8929783,79436090,14831419,4240,4250,4385,4320,4375,4330,4610,4465,4500,4775
3770,3995,4840,13933,9696,16275,12987,10599,6671,5500,7132,16615,13459,1745985,3605,3620,3630,3650,3695,3675,3675,3690,3690,3720
7460,7720,8490,37380,192883,45000,31949,23098,75440,25696,30954,19518,2186657,8685653,5440,5470,5650,5660,5670,5610,5720,5680,5700,5760
18100,19050,21400,13453,19496,23977,26298,23151,22997,12477,22889,37583,24495,1155259,17450,17800,17650,17850,17600,17600,17500,17700,17700,17850
3995,3995,4165,1102947,1878119,985764,2758091,1231214,796141,1195220,1382953,784389,891168,1300006,3825,3825,3910,3940,3995,3970,3960,3965,4025,3905
21400,22200,22200,508544,226931,307288,1084518,370692,247461,2115559,310741,382310,287690,464942,19350,19200,19350,19900,20150,20150,20600,20450,20750,20800
72500,26200,27800,7519317,2359845,969611,1601613,442800,599459,556042,280285,313721,437467,1607423,72100,76300,73500,67200,72600,68700,70700,73100,70600,69900
8830,9270,9790,831078,1007219,718412,671720,898658,572462,305415,300490,443136,350173,8093645,9270,9200,9070,8980,8840,9050,9020,9000,8790,8790
6850,7090,8900,1355725,8883296,867777,369451,565373,261687,3073321,735570,1317838,1013493,10135505,6360,6400,6480,6480,6050,5880,6250,6390,6490,6850
4905,5190,5440,13990556,28524935,3345383,12663990,6082819,2255484,6399191,3999660,1624541,1637354,8920810,4760,5440,5310,5140,5120,4855,4935,4790,4835,4775
24800,25750,28300,7088,7002,20591,61730,16051,12490,9401,9818,14446,9488,131830,24900,24950,25150,25600,25700,25700,25350,25350,25000,24800
3220,3260,3900,281343,219584,111837,140501,98796,121957,97755,56750,62752,63984,19765614,3330,3320,3260,3215,3185,3175,3160,3190,3215,3195
67300,67700,68900,92075,45305,41719,48467,45030,42509,136113,44686,31530,82265,133528,64800,65500,65000,64500,64000,64200,63900,66200,66100,66500
2315,2380,2575,227379,303176,1258533,552165,293080,401106,299531,2382524,734246,592607,21896433,2215,2225,2245,2280,2275,2255,2250,2270,2310,2265
3295,3425,3625,1800961,1788097,3005870,4409070,2487758,1724556,72110649,13053604,6805861,8176464,49635839,2980,2980,3005,3025,3030,3010,3065,3385,3335,3210
7950,8310,9870,197711,147352,137509,153393,99944,883319,115911,149725,161318,181359,4658746,8060,8000,8080,7700,7740,7830,8010,7930,7880,7950
11300,11400,11600,2234875,1289758,506539,307653,912982,535696,327462,1253057,435918,377665,479873,13050,12850,12600,12800,12800,13400,14000,12400,11800,11150
6200,6390,7700,51392,103217,131867,195964,30106,57949,143914,228932,162832,40132,411977,6750,6740,7060,7220,7230,7240,6990,7080,5960,6060
15150,15650,16400,14951,23882,76225,22089,71595,30070,43086,61602,45110,44147,309503,13750,13850,14000,14400,14350,14800,14800,14450,14300,14400
4340,4715,5090,79436090,14831419,15025380,4076600,22058411,4421650,2944582,2605919,2386679,1272903,29761461,4775,4895,4935,4720,4820,4910,4770,4570,4370,4340
20350,20950,21450,2115559,310741,382310,287690,464942,243825,346918,227936,108028,108862,403852,20600,20450,20750,20800,21600,21300,20450,20000,20100,20200
5170,5460,6720,221186,192496,196966,282021,481324,259613,253243,115429,104652,127945,18642278,5340,5340,5290,5310,5420,5320,5200,5150,5150,5130
4010,4170,4285,181517,132493,105945,176579,120311,146850,67065,38503,36834,97291,373565,3730,3910,3965,3870,4035,4100,4035,3990,4000,3925
7910,8200,8950,99944,883319,115911,149725,161318,181359,4658746,298768,220102,110763,1602844,7740,7830,8010,7930,7880,7950,8200,8000,7940,7810
19300,9980,10150,1322017,256152,238050,176570,145372,141994,113506,174282,339589,303104,443856,18700,18500,18600,18600,18850,18800,18900,18600,18450,19000
5680,6000,6440,499835,434964,250170,625032,256268,402103,807472,642695,438726,217172,10842025,5870,5730,5790,5840,5770,5710,5710,5860,5610,5630
6700,6890,7560,1108397,1089803,1228788,1764366,954144,700190,296695,11937664,2549254,949383,7348966,6880,6570,6520,6530,6590,6280,6270,6210,6620,6650
4585,4830,5130,126142,71319,7994416,745862,464096,187238,127217,144886,77263,298684,3987005,4345,4390,4500,4605,4430,4380,4415,4430,4425,4510
4190,4275,4460,1161380,2714653,1250091,6290145,13570479,3228971,2666141,1078321,2829633,974699,5734895,3925,3910,3950,3855,4105,4065,4015,4055,4050,4115
9070,9540,9870,176764,350249,147994,263279,132416,104945,115739,115513,111641,90578,1087679,9360,9450,9470,9150,9100,9180,9010,9070,9060,9050
9470,9700,10150,664761,975216,274339,544558,425167,418313,305271,144581,172743,197298,791615,9950,10000,10150,9800,9460,9550,9200,9250,9350,9290
13650,14000,14900,179725,101840,97588,74033,95217,51621,27708,43839,93150,51074,190351,13700,13900,14000,13700,13600,13250,13350,13050,13600,13400
6020,6350,6450,4015738,4061715,3913698,2868749,2721964,60604736,16826549,14045903,22515953,24392761,13201242,5240,5260,5050,4760,4615,4950,5480,5590,5760,5930
7380,7530,8100,147249,210986,96277,113121,141858,80940,111232,332983,101118,270056,5451720,7200,7010,7050,7060,7000,7090,7150,7140,7240,7280
13700,14150,15800,101840,97588,74033,95217,51621,27708,43839,93150,51074,190351,1137578,13900,14000,13700,13600,13250,13350,13050,13600,13400,13600
2120,2165,2475,4414598,4194935,3344841,3584922,2449886,2190909,1709863,2332933,1665896,1774756,51175432,2300,2215,2110,2100,2115,2115,2110,2100,2125,2110
8070,8370,9890,10218328,14437829,12908705,6853306,5615757,2631607,2214365,1990791,3117790,3584358,18775828,8500,9200,7940,7880,7210,7700,7820,7290,7080,7740
42150,43500,44200,193722,209776,161837,342332,128565,82184,83521,57164,137318,135320,448598,41750,41850,40600,42100,42500,41550,41900,42050,41150,41700
7620,7860,8790,66259,124866,78296,66304,46870,42448,39873,60142,326767,577028,6711172,7000,6870,6790,6830,6980,6910,6960,6980,7090,7260
8610,8930,9100,220555,349741,310495,4299684,541052,293932,185226,220542,194983,308704,1186066,8500,8580,8140,8360,8720,8580,8540,8550,8460,8480
7340,7710,9140,168818,188878,106331,258961,475051,4856780,1411372,845903,679111,2778511,16795002,6210,6100,6130,6180,6350,6650,6870,6990,6950,7110
8270,8420,9050,339881,359397,250383,4242645,926015,617176,1164400,575505,361027,901143,2214025,6890,7150,7260,7120,8010,7850,8050,8230,8140,7930
4300,4300,4500,744728,1963671,2014942,2471823,976822,1154570,610243,409041,529148,393462,1010155,3885,3965,4150,4175,4260,4200,4240,4205,4230,4245
2510,2620,2780,327932,232679,230263,100547,93549,101759,66586,248602,828292,174922,3457675,2385,2375,2315,2315,2325,2365,2390,2390,2440,2440
993,1030,1115,284580,197708,85232,286470,447271,345081,221147,173634,327512,369013,7514412,985,973,987,989,994,1015,991,983,982,990
142700,121000,131900,0,0,0,0,0,0,0,0,0,0,2948953,142700,142700,142700,142700,142700,142700,142700,142700,142700,142700
4090,4190,4495,277067,693189,269893,263085,381419,573503,623268,19987048,16877216,2324492,8150883,3620,3480,3420,3455,3450,3505,3505,3740,4180,3950
10000,10650,13000,31740,243310,132322,62390,42283,59441,45669,31765,32390,260065,6116506,9320,9500,9810,9820,9780,9620,9550,9530,9310,9440
1990,2010,2110,2136743,877344,612211,480280,449017,888274,587978,15417411,3222061,2493613,7246232,1825,1890,1870,1880,1865,1825,1835,1855,1910,1900
2155,2280,2285,193487,144391,435641,290610,178238,263477,292612,371485,437789,996646,3098018,2005,2015,2030,2065,2045,2000,2000,2025,2060,2080
3450,3560,4190,46876,43812,43754,32575,49368,43698,59632,55335,49809,86316,2244334,3335,3305,3345,3385,3310,3265,3290,3225,3255,3295
37500,37700,39400,96368,41198,88103,59910,64795,65426,100352,57474,86990,69260,386184,36000,36800,37000,36600,36250,36550,35700,36800,36850,36900
1290,1315,1485,773429,253822,159817,158165,298720,742135,450462,253995,168286,206970,4760469,1240,1250,1240,1240,1240,1260,1275,1250,1255,1260
13000,13400,13900,2031049,1327432,1344323,1127401,1014464,1349010,1118975,780572,408121,811879,2314510,13000,13450,13250,13250,13000,12600,12500,13000,12850,12800
12000,12200,12950,454819,495078,304368,215168,332233,234740,316217,217435,257314,333883,900777,12350,12050,12250,12000,11600,11300,11800,11850,11750,11900
9880,10000,10950,36120,15328,15940,9810,89301,665550,133056,79731,88615,48177,232053,9200,9340,9110,9100,9150,9480,9500,9300,9510,9710
1950,2030,2200,17574614,4347517,6971127,3190076,2793621,1885208,914381,9738990,4168432,1920255,4106685,1955,2020,2070,1820,1765,1770,1745,1830,2000,1915
3890,3970,4330,860222,760093,30925299,3842914,2984069,1161620,3415620,2836331,1485278,995884,11801167,3770,3670,3720,3815,3915,3775,3720,3910,3805,3740
3815,4180,4590,760093,30925299,3842914,2984069,1161620,3415620,2836331,1485278,995884,11801167,47760475,3670,3720,3815,3915,3775,3720,3910,3805,3740,3800
7860,7960,8220,414153,430504,236408,591645,331646,1380472,413974,2610897,24143789,8190834,5066916,7210,6850,6970,7060,7090,7210,7170,7100,7500,7800
13050,13250,14200,102625,114724,154878,94748,95551,66134,27566,60006,238578,111054,455314,12350,12400,12400,12150,11800,12400,12450,12300,12500,12650
5330,5540,6090,50591,56356,46255,16368,90402,140148,88009,118713,70218,89653,1503367,5050,5080,5010,5050,5100,5220,5100,5160,5000,5150
7520,8000,8400,42372,83283,78306,46017,57883,43434,75842,184767,101065,66163,1001245,7230,7110,7140,7210,7450,7370,7340,7470,7200,7460
16500,17300,17850,213222,146821,175925,213946,259466,174227,383588,253409,126498,256001,725060,17300,17450,17100,17550,17250,16900,15850,15300,16100,16050
965,989,1085,200286,190954,244649,250157,207648,266871,221636,401350,223707,1098413,4014580,954,948,955,973,959,952,936,920,941,947
3545,3660,3940,312690,415951,198261,965263,324385,407847,2617730,3513399,46393297,10391750,34050149,3065,2950,3085,3075,3050,2975,2890,3115,3120,3420
5440,5740,6200,10758409,1429991,2011315,5014213,3078394,901817,610804,667357,1017676,373950,1250713,6440,6490,6540,6210,6410,5960,5610,5590,5420,5340
4260,4275,4500,345984,235917,189453,243737,288621,333281,221907,378891,509177,392854,1445386,4240,4185,4135,4080,4030,3965,3980,3985,4110,4205
5600,5700,6970,274447,7346885,4258667,9636462,2636929,8590500,1947155,1140525,560411,2520932,22946630,4755,4880,5150,5170,5170,5150,5420,5350,5270,5340
8830,9450,10300,90751,79213,92103,76728,43178,75303,67702,202497,48289,67641,1577026,9200,9120,8960,8890,8930,8800,8960,8740,8800,8700
30950,31300,33500,880058,735916,470338,1263825,1461494,869264,751960,1026766,1377966,674258,3990353,30950,30950,30450,28550,27750,30250,29900,30450,29900,30250
12000,12600,13750,36903,18169,50927,44463,129438,14511,72607,62621,57716,68276,185377,12100,12100,11800,11450,10300,11350,10800,10950,11350,11350
8060,8420,9260,2226745,399617,331358,247771,610074,2442237,631693,273746,180413,662882,3143524,7680,8010,7830,7620,7260,7870,7830,7640,7700,7720
4490,4740,5000,19725,46782,47062,83070,41239,58901,27151,44963,49041,623990,1735687,4180,4130,4150,4015,4025,3920,3920,3845,4000,4110
4325,4580,5620,10593110,10044127,42493063,7057399,4288853,5190771,47526323,22267506,75237089,74831573,56687174,3445,3380,3500,3465,3220,3115,3265,3705,3710,3830
17650,18700,22900,67741,52296,70320,48097,81769,255596,69811,78778,119741,710241,2662358,19500,18650,18000,18350,17150,17300,17200,16950,17300,16650
47300,48250,49800,1578796,1179680,1613494,1363056,806313,814576,498423,683521,565723,582504,1486340,48300,47850,45750,46050,45500,46200,47250,47300,46250,46800
1145,1250,1485,242720,231954,143844,149199,116737,86538,55076,76424,304739,211052,19860885,1100,1070,1105,1090,1040,1110,1105,1115,1100,1145
4500,4895,5850,4133050,1754462,3333467,1572099,9543495,2750393,11861716,4353515,1478391,3263156,40440902,4355,4100,4235,4195,4325,4480,4585,4585,4390,4295
11550,12400,12650,555070,346680,305587,1084421,1357377,286573,364158,269210,497238,283137,2063703,11250,11600,11250,11600,11500,11500,11700,11250,11750,11450
17400,18000,18650,164502,114010,110341,140052,720529,504855,334970,251505,196014,166416,1111875,14850,15300,15000,15500,15850,17000,17100,16800,16900,17000
13600,13950,14900,69980,80290,52005,68227,53993,36825,76841,49857,110713,88592,603916,13500,13500,13600,13800,13850,13800,13400,13550,13450,13500
17350,17750,19400,472349,824778,418470,267699,293043,244811,343546,469083,448705,990959,3865046,14550,14500,15350,15400,15400,15750,15500,16050,16600,16450
6210,6450,6570,306275,253048,231552,171626,160007,252483,727469,559960,435390,522331,3520424,5750,5810,5930,5900,5960,5830,5930,6210,6120,6100
13650,13750,14200,80290,52005,68227,53993,36825,76841,49857,110713,88592,603916,198776,13500,13600,13800,13850,13800,13400,13550,13450,13500,13650
26950,27200,27950,2347383,997089,532380,508078,602458,497897,360380,318977,449072,441420,1120402,26400,27500,27000,26800,26600,26800,26650,26650,26800,26800
5600,5790,6340,1223297,416833,321575,280919,978126,5416959,826941,476764,843338,897512,18686469,5230,5440,5470,5280,5420,5440,5510,5440,5500,5560
2685,2690,2890,739504,9531642,13181033,2872585,680985,749021,480835,4852825,778518,742442,1356311,2405,2590,2630,2655,2640,2560,2485,2470,2580,2610
2685,2690,2890,739504,9531642,13181033,2872585,680985,749021,480835,4852825,778518,742442,1356311,2405,2590,2630,2655,2640,2560,2485,2470,2580,2610
2685,2690,2890,739504,9531642,13181033,2872585,680985,749021,480835,4852825,778518,742442,1356311,2405,2590,2630,2655,2640,2560,2485,2470,2580,2610
2685,2690,2890,739504,9531642,13181033,2872585,680985,749021,480835,4852825,778518,742442,1356311,2405,2590,2630,2655,2640,2560,2485,2470,2580,2610
53500,54100,56000,688559,850210,1717392,963595,778387,640838,741770,661907,537742,387175,955556,48900,51200,49900,53500,51800,51800,50000,50500,52300,52700
12200,12800,14050,163471,168422,94463,184567,116652,64469,44690,19609,114915,50311,694544,11800,11900,12050,12450,11700,11700,11500,11650,11850,12050
10350,10650,11000,187899,166607,121508,119322,219404,154072,128056,111381,130617,165630,599195,10700,10300,10400,10450,10150,10150,10100,10150,10250,10300
18350,18900,19550,868400,2031470,482931,454410,291183,211677,311603,191691,163221,136859,794096,18400,17800,18800,18500,18400,18250,18100,17850,18000,18150
37950,38600,39700,575720,685811,548784,507015,297588,404195,477282,529960,593037,310602,1031018,35400,35550,36900,36500,36450,36350,36850,37700,38050,37800
1440,1490,1710,557975,563579,336381,373697,291974,768974,219040,336033,601861,838711,24958513,1300,1355,1365,1350,1315,1325,1365,1360,1390,1400
30300,31100,32400,66572,50822,75043,65352,108443,184060,65674,1070882,165556,300848,463676,29250,29050,28350,27600,27950,28750,29150,29550,29900,29050
1565,1625,1750,424343,8433107,1059655,2221069,2815423,494855,199216,405930,1336580,427214,6395315,1360,1365,1425,1385,1485,1480,1480,1445,1505,1540
1045,5100,6070,0,0,0,0,0,0,0,0,0,0,4436167,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045
6100,6390,6550,113028,126799,128218,1325892,284444,335273,11366665,2383949,3492331,1489410,4186986,5140,5080,5000,5090,5330,5390,5450,5980,6000,6010
6100,6390,6550,113028,126799,128218,1325892,284444,335273,11366665,2383949,3492331,1489410,4186986,5140,5080,5000,5090,5330,5390,5450,5980,6000,6010
3775,3865,4350,3886029,8501679,11628922,3667497,10991575,5674454,5124897,13681949,22222240,5092701,59671139,3600,3400,3415,3285,3310,3490,3545,3585,3750,3650
14000,14500,17000,300135,371895,471725,170541,307443,157975,102450,59024,340315,92532,2487618,13800,13950,14200,14200,14450,14200,14000,13850,14150,13850
2030,2075,2195,468364,590119,459658,436468,822610,959708,516173,461062,456111,366269,3092847,1985,1970,1985,1990,2005,2025,2080,2060,2035,2020
7760,8240,8300,446258,240111,232811,861467,274254,139870,142550,498178,727027,203667,1015128,7430,7210,7120,7180,7680,7630,7630,7660,7770,7670
4000,4075,4360,359091,410244,386299,377390,255480,285327,5292507,723781,2662862,2299260,9402735,3785,3830,3865,3860,3885,3870,3860,3885,3875,3980
19450,20250,21300,91883,65380,67241,51652,54338,99371,60767,91333,45594,71521,673029,19450,19250,19150,19450,19600,19700,19750,19000,18850,18650
1320,1370,1475,376084,215342,150235,297719,227865,299122,322442,149133,357514,169041,10949870,1350,1355,1345,1370,1360,1365,1335,1340,1315,1315
1400,1385,1450,215342,150235,297719,227865,299122,322442,149133,357514,169041,10949870,5230337,1355,1345,1370,1360,1365,1335,1340,1315,1315,1360
4870,5030,5190,6291874,31264112,4143455,1790454,1356657,1984596,973511,1133188,982830,20366798,11552093,4425,4730,4920,4830,4720,4675,4595,4460,4435,4390
12300,12450,12800,287277,187693,335202,265297,192201,122229,962114,640360,601794,1853191,1441175,11500,11600,11550,11800,11700,11600,11850,12050,11550,11600
12250,12550,13400,187693,335202,265297,192201,122229,962114,640360,601794,1853191,1441175,3089003,11600,11550,11800,11700,11600,11850,12050,11550,11600,12150
1655,1700,1855,1757257,10614345,3782316,2407407,1807638,1137063,14481256,2709258,12078810,3433632,16644758,1595,1600,1610,1530,1490,1445,1460,1500,1535,1550
6460,6790,6920,205079,136340,400682,169881,250731,173937,182754,174588,339040,607691,1281690,6020,6010,6150,6170,6090,5830,5610,5650,5970,6090
26500,26850,28200,34301,45874,31153,124040,137189,566579,694451,276770,492435,185578,516970,26500,26000,26150,24850,24100,25400,25800,26550,25450,25850
13650,13900,14450,1416407,753093,874120,711010,741855,497541,541032,458246,1682906,2297700,2114019,14000,14050,13500,13150,12700,12950,12600,12950,13100,13650
16050,16850,17700,3939507,2222339,6026327,5457793,4370373,4332508,6564565,6005704,3711977,5566173,16726876,18900,19000,18000,17200,17250,17050,16500,16100,16200,16000
26750,27150,27700,31153,124040,137189,566579,694451,276770,492435,185578,516970,377064,248904,26150,24850,24100,25400,25800,26550,25450,25850,25250,25700
13700,13900,14300,874120,711010,741855,497541,541032,458246,1682906,2297700,2114019,845894,727668,13500,13150,12700,12950,12600,12950,13100,13650,13400,13150
3070,3120,3490,21529105,42751983,18335097,12646332,19121429,22745798,29003662,24349646,29616429,18206302,40123170,4040,3925,4120,4120,3745,3540,3370,3190,3010,3040
8790,8820,9520,4909366,6421751,4189613,5265880,1780104,30848797,6204278,5608363,3338094,2790181,7453041,7700,7820,8150,8030,8130,8520,9790,7900,8280,8460
5250,5350,5480,435868,684609,529914,434515,496206,670281,801198,1745600,13856813,4776779,4286568,4610,4485,4630,4550,4630,4760,4975,4880,5020,5170
10800,11050,11600,45911,58124,25935,2090226,713178,684021,11372081,5793653,1605329,3607983,1784445,8600,8610,8560,8800,9480,9530,9400,10100,10800,10300
2680,2755,2950,3866239,2419439,6411186,3272211,3027067,4215054,7541435,4992750,2719034,2122696,6240032,3005,3045,3050,3150,3245,3200,2540,2580,2545,2620
30750,30700,32150,122102,120937,86032,136831,114030,165812,89690,365677,216764,322666,346762,28700,27750,27600,28100,28050,27650,27700,29000,30950,29850
10450,11100,11950,12901184,25998101,20599262,7316850,3395656,6668782,3822806,3504584,8668938,3021240,11870526,8350,8050,10500,10400,9830,9290,8860,9180,9550,9860
31400,31750,33000,120937,86032,136831,114030,165812,89690,365677,216764,322666,346762,251367,27750,27600,28100,28050,27650,27700,29000,30950,29850,30350
