br_pr_D1,tr_pr_D0,tr_hpr_D0,Volume_D10,Volume_D9,Volume_D8,Volume_D7,Volume_D6,Volume_D5,Volume_D4,Volume_D3,Volume_D2,Volume_D1,tr_vol_D0,lpr_D10,lpr_D9,lpr_D8,lpr_D7,lpr_D6,lpr_D5,lpr_D4,lpr_D3,lpr_D2,lpr_D1
3095,3190,3430,156193,79064,94646,161041,5530045,618014,10981656,1578112,8028350,1415719,6904402,2525,2490,2480,2475,2505,2630,2680,2970,3005,3040
19000,20800,24700,0,0,0,0,0,22725030,8400772,3517494,2347213,10315130,5497460,0,0,0,0,0,13000,13950,13950,14550,14850
67300,68100,68700,94505,71745,94285,105408,132574,136582,104720,71239,134661,258901,139086,62000,61500,60800,60700,63200,63300,62700,62600,64100,65300
80900,84900,87300,76372,70997,175316,113272,71819,52795,223722,114646,244851,969412,373731,73800,70000,67300,72300,70800,70400,70700,73700,66000,74500
10550,10700,11200,1599650,2445038,3397696,1885255,3009357,984975,2619539,2293817,1065707,1925549,2849437,9640,8980,8770,9280,9750,9580,9600,9840,9900,9980
18050,18400,20050,73400,74381,72827,26322,51982,33165,32680,41847,59027,59493,255042,18000,17000,16700,17050,17000,17450,17200,17750,17650,17800
18800,19100,19500,74381,72827,26322,51982,33165,32680,41847,59027,59493,255042,66386,17000,16700,17050,17000,17450,17200,17750,17650,17800,18200
1380,1480,1535,33652590,99575823,6966536,7427980,11022282,23122987,16944952,15434886,7227382,20652660,15341175,1055,1175,1205,1255,1420,1285,1230,1190,1240,1255
12800,13600,14150,568153,635200,459120,2042432,620815,449763,308281,439959,378125,310007,1261135,12100,11700,12250,12300,13100,13100,13050,12700,12800,12700
3125,3280,4055,10844352,16946134,106848710,43642527,28874175,30741879,18548353,39899110,27235894,31768376,187412728,2870,2700,2790,2955,2950,3015,3035,2715,3000,3035
2235,2410,2560,2289428,571145,318715,425308,781314,464119,350502,318407,1715913,1072301,7794969,2060,2085,2105,2100,2110,2140,2120,2160,2155,2220
4055,4010,4400,16946134,106848710,43642527,28874175,30741879,18548353,39899110,27235894,31768376,187412728,152507861,2700,2790,2955,2950,3015,3035,2715,3000,3035,3215
28500,30750,32400,1002453,740671,1135005,2253546,2368732,3518254,2813052,1218453,2181314,1862453,9940086,22700,23900,24650,24250,24400,25700,26450,26850,26300,27450
1790,1840,1925,4995493,5382984,4757820,2399753,6648028,4523789,4630165,3571577,3109904,33851921,33664086,1565,1540,1515,1530,1560,1595,1595,1570,1590,1645
32900,34200,38250,3788,9635,3802,1964,4080,2723,4764,3554,6815,91260,298997,29650,29200,29650,29650,29700,29800,29950,30200,30400,32100
6790,7100,8260,85216,47744,27182,54420,42275,69514,38664,147012,81751,5655667,11193203,4850,4870,4865,4940,4995,5040,5070,5130,5160,5350
3015,3165,3645,164814,221076,651587,6255090,590521,1786505,834301,538628,3911469,31760698,22507133,1910,1880,1860,1925,2080,2085,2135,2200,2200,2350
1145,1250,1460,20518674,52879548,19345239,10838205,9705762,8019389,10031038,32347105,299192793,353558646,424589569,792,801,793,815,803,803,801,815,835,1040
1250,1310,1425,2150900,2130275,4235312,1453916,997035,1642756,3415010,1666231,16144373,7057758,8392625,1145,1165,1075,1065,1065,1040,1040,1115,1130,1180
25500,27050,32300,29576,10729,15095,13706,16185,39632,41068,503416,281032,103074,712569,22650,22500,22750,22800,23000,23200,23700,24550,25600,25200
20800,21300,23150,7188334,2072719,1489915,1396126,1439263,2470887,2186487,21049172,7169728,11280622,19585605,17300,17450,18000,17800,18150,18150,18700,19250,19150,19950
3650,3900,4550,2408896,4041761,25365610,7858599,2745364,1377024,1406361,5777604,2086164,39450490,79589355,2400,2750,3150,3210,3070,3035,2930,2910,2870,2910
1125,1145,1225,1178999,640681,1767289,375013,474590,601417,420886,459065,870380,1926150,2732870,1050,1065,1080,1115,1120,1125,1105,1110,1130,1120
9490,10250,10450,3041351,2244442,5587757,2735387,1747961,2041521,3259676,7193976,1446028,3895942,5706068,9260,9280,9290,9450,9310,9370,9490,9820,9910,9380
27200,28650,29500,3518254,2813052,1218453,2181314,1862453,9940086,2035130,1344770,1724541,872027,4310586,25700,26450,26850,26300,27450,29000,28600,27950,26050,27150
18250,21000,23700,270492,241924,221753,4634977,961040,818170,441153,1280345,10837608,14221161,24454366,11850,12150,12250,13200,14050,12650,12800,13550,14150,17900
2720,2765,3025,546786,715458,463977,376564,1132601,1496555,755792,16194371,3047539,2603158,9013767,2130,2215,2245,2285,2340,2335,2365,2395,2530,2585
2155,2235,2395,16081286,9239014,10505934,58872566,16394901,5537448,4924380,3791820,2827895,2237829,22220245,1980,2105,2130,2240,2310,2235,2215,2100,2160,2135
8890,9250,10150,451815,310790,1089324,343307,197389,2862899,828180,594140,357685,399442,3388577,7360,7520,7870,8040,8120,8210,8770,8930,8830,8840
1525,1590,1850,251649,302042,337101,507888,2762676,4998803,1696285,4869860,39788412,29068111,46871472,790,780,794,800,807,859,897,918,1085,1340
4100,4400,4490,1795013,896336,639259,855658,447873,855020,1147720,1387417,953688,808658,2184084,3720,3825,3950,3780,3860,3700,3630,3765,3800,3820
70900,76900,78000,126926,122807,229026,124953,74997,88276,78235,70091,222934,111428,630041,69000,69200,66000,66700,66800,64900,67200,66700,66500,69100
35000,36000,38000,393629,371379,674315,997426,409854,347702,267435,316686,264453,1259043,1006061,31800,32350,31850,32350,32900,32400,32250,32500,32600,32750
11300,11900,13050,643081,409580,214375,457015,327729,139148,108606,313712,113205,89817,494328,10850,11350,11900,12100,10700,11050,11600,10000,10350,10650
18350,19200,20050,66386,616176,91588,41208,68103,79731,72777,50773,59250,99316,364688,18750,17750,18300,18250,17750,17600,17350,17450,17400,17750
1090,1160,1415,1979545,924604,354224,762545,372434,745042,280319,275926,1039735,354488,25015539,975,1005,1030,1050,1050,999,998,1015,1030,1060
6290,6860,7270,1611836,22762083,4069574,3807980,1532665,1221028,752082,1280440,1191845,684484,5880940,5800,6100,6810,6540,6260,6120,6090,6140,6210,6200
19300,19800,20250,616176,91588,41208,68103,79731,72777,50773,59250,99316,364688,346817,17750,18300,18250,17750,17600,17350,17450,17400,17750,18950
7490,7850,8200,214728,211481,534421,204836,243840,239702,365549,495576,621336,371231,1504846,7010,6900,7050,6900,6980,6950,6990,7300,7380,7390
2070,2150,2390,1873857,33784888,14143013,6992379,5111384,35412255,8064635,4108819,3305520,3087562,88552495,1815,1830,1975,2020,2020,2025,2105,2080,2050,2025
7120,7350,7790,569519,690385,607554,717952,567763,1495859,497495,574615,650730,2307034,3556808,6910,6980,6890,6580,6650,6340,6650,6650,6720,6860
544,576,608,16340628,31456648,15457747,118883933,59085236,25315800,48578281,249108476,225188528,492727580,218233432,312,307,312,315,316,311,307,333,373,471
4160,4400,5250,315760,552937,421335,310276,169686,187532,194312,153069,127856,161107,9743978,4205,4250,4095,4075,4090,4005,3960,3975,4030,4025
2250,2555,2590,2097937,2655301,1296960,3437206,2259096,12102590,6372550,2716530,2620165,2968532,16032552,2265,2110,2090,1985,1895,1930,2150,2115,2140,2120
11650,11850,12350,1630830,535053,819493,544467,355117,316960,551634,730071,477527,803784,1557634,11600,11350,11350,11300,11300,11200,11350,11600,11650,11500
3000,3225,3400,424589569,35217538,23113489,46306155,291354377,268356706,0,208996869,297098469,0,296816475,1155,1235,1240,1380,1585,2030,2515,2660,2720,3000
4930,5120,5380,113353,114311,242698,167258,136520,626449,142663,146486,1259897,1401306,1751311,4390,4315,4350,4285,4290,4405,4485,4400,4445,4770
15850,16600,17350,249736,405518,308594,305792,575003,911262,286610,430357,571628,525216,1789306,15300,15600,15800,15800,16050,15050,15500,15350,15300,15800
12850,13700,14500,66576,60500,43557,26031,29056,34867,48808,77706,93348,48104,734626,12000,12150,12350,12450,12300,12350,12400,12650,12550,12550
9030,9200,11000,42171,20553,361581,74254,75213,53501,79212,38180,146437,130141,1520191,7730,7900,7960,8350,8250,8340,8310,8290,8410,8500
19100,19300,19950,79731,72777,50773,59250,99316,364688,346817,177682,104908,100746,137634,17600,17350,17450,17400,17750,18950,19100,18300,18500,18750
2860,3105,3290,64107,121128,92756,50551,59004,538562,120607,149490,87423,831172,7990176,2615,2610,2570,2625,2650,2620,2755,2675,2675,2735
5150,5400,6300,143068482,41532094,26297052,17218616,9603844,14568304,9209105,4912166,19984487,22966403,66225152,5580,5210,4845,4775,4805,4980,5000,4850,4960,5150
5930,6100,6540,201014,245667,249645,1081000,519096,426567,1084855,991336,1135412,604223,3331711,5270,5330,5510,5560,5810,5700,5820,5880,5860,5910
39550,43450,47750,202775,403419,410972,377464,157290,276341,166344,628229,190890,667411,2348424,30650,31500,33100,34700,36000,34000,33050,33750,35400,35550
3775,3965,4100,589656,339933,306692,393904,1701831,1425702,4040964,6239144,1809861,951478,4740911,3105,3140,3140,3065,3165,3235,3310,3475,3720,3660
29100,30400,31800,35400,27940,104691,189457,83865,41737,34875,37008,43983,375218,1040419,26350,26200,26600,27300,27150,26800,26700,26600,26850,27050
8850,9570,11300,1996649,3439145,903634,1760416,768372,2857758,1018608,792394,690986,9397877,35134673,8010,8100,8110,8220,8160,8020,8130,8240,8140,8240
4880,5200,5750,53399,122907,124256,59663,71910,72646,58696,128444,121089,106699,9445147,4955,4955,4970,4990,4900,4900,4895,4950,4890,4850
107700,58500,61000,111428,630041,536728,841220,399866,812314,348701,475929,209194,309622,748914,69100,72400,77300,80700,92400,94000,104200,104500,105500,102100
8630,9330,9450,6505349,4082101,5658066,3705131,3771699,2061116,30390498,9354612,13748126,14274410,24745443,7760,7800,7620,7700,7180,7310,7390,8040,7800,8220
112200,119900,135700,4548209,1368081,1418602,1489519,1590718,613876,599540,3514414,1077640,639454,2980649,92100,103300,96500,90400,92000,95500,93100,95500,106300,107500
20350,22000,22000,330014,3665836,5107988,1567588,313288,697689,522335,3961362,794741,701071,535665,14300,14500,17750,17900,18200,18500,19550,19800,20100,19700
969,1030,1130,986964,840625,896887,1638966,845107,1176975,669213,494945,776798,3967920,35971304,935,929,931,922,924,920,904,917,924,927
26850,29100,29200,1466245,1674003,1355669,764552,1160972,14584745,2289049,3677328,1971919,1756664,4044580,26050,24800,25000,24950,24600,25000,26050,26100,26850,26400
4165,4430,5090,1774369,450701,787853,552921,7548359,38758078,5932190,2916889,3176317,63924405,56194778,2485,2460,2295,2300,2415,3175,3275,3230,3090,3175
72500,80000,89300,266928,320262,1878629,1766221,1017617,983571,846815,313764,647438,696537,3602631,57400,58500,59100,60300,65800,67300,65600,65900,67300,69600
27800,29000,30450,899019,1447001,1296970,362573,544441,368526,703771,1153168,813437,423384,1246549,30800,27350,26550,28500,27200,26500,25500,24850,26900,26600
985,1015,1190,2085592,1397406,683217,912400,698823,560552,3841077,703111,731373,1466893,22505267,923,900,920,909,918,919,921,945,946,942
2150,2255,2795,967052,327584,121780,99484,209016,158731,110087,349867,339200,174105,29264731,2100,2090,2100,2105,2145,2150,2155,2150,2185,2130
3810,4190,4330,11272200,14191476,13876873,41424778,15304980,8644006,7459031,10156229,10997459,12023201,65634078,3680,3700,3810,3830,3915,3860,3820,3790,3805,3805
4400,4620,5080,460713,120215,434520,249712,272398,115539,657466,289751,238757,519583,10618302,4255,4285,4315,4350,4270,4295,4325,4320,4260,4340
2195,2310,2595,4960607,1205601,975769,5625645,2071510,8171378,21354586,31613953,7792237,31528902,53260166,1495,1505,1470,1535,1545,1555,1605,2050,2115,2115
2405,2470,2715,637187,435959,629587,653166,288293,651819,773086,305392,280964,651130,4540504,2335,2280,2260,2250,2300,2305,2310,2350,2330,2305
2595,2720,3370,95447,112337,175758,120221,161554,200276,181540,123974,117595,231589,42740722,2555,2535,2550,2555,2560,2545,2525,2485,2450,2500
33650,34700,43700,1096051,430784,319854,12315146,2957185,6019751,1486612,1148309,693061,11348392,16742591,25000,25400,25250,25250,29000,29900,30500,30500,29750,30100
23800,24600,25700,137622,214224,122004,166194,259241,204682,201409,176028,140443,304334,964374,24000,24000,24350,24200,23500,23300,23050,22800,22900,23700
23800,24600,25700,137622,214224,122004,166194,259241,204682,201409,176028,140443,304334,964374,24000,24000,24350,24200,23500,23300,23050,22800,22900,23700
23800,24600,25700,137622,214224,122004,166194,259241,204682,201409,176028,140443,304334,964374,24000,24000,24350,24200,23500,23300,23050,22800,22900,23700
20050,20900,24350,291145,268602,644780,218836,334841,644948,513774,410787,433044,173743,5597051,22550,22250,22500,22650,21700,20550,20100,20300,19650,19700
4560,4735,4950,325273,208335,243752,198469,222605,228552,113067,98819,50508,429859,957646,4515,4445,4350,4355,4495,4405,4400,4500,4505,4535
14350,15250,18650,982336,554845,443210,858085,1776602,1180750,5058307,2008581,689444,757463,24989831,13900,13850,13800,13900,13850,14200,13700,14300,14150,14300
13000,13450,14750,4324108,3485190,1777461,8561148,9701346,2771323,1002960,711677,1219203,1560503,21050534,11650,11700,12100,12200,12800,12650,12450,12150,12550,12700
4810,4965,5450,355768,782821,306206,257147,223598,136401,127474,134603,258497,284682,1173995,4220,4300,4535,4470,4350,4310,4315,4380,4475,4520
4005,4190,4605,511634,733915,812529,914073,742272,473644,470422,432725,1444561,613975,4271905,4025,3980,4040,3880,3760,3700,3715,3770,3990,3985
6690,7010,8430,287659,501422,11800444,6843768,583984,188246,399606,926388,6359950,1053372,13103215,5810,5560,5590,6360,6430,6440,6400,6100,6250,6430
7090,7290,7550,1103550,276678,351826,259732,235003,333929,222747,320024,328916,319650,1050367,7110,7110,7140,7060,7040,7020,7090,7170,7200,7080
3635,3745,4195,463388,222346,244736,220622,252131,155910,209135,230355,401752,1460245,8263612,3595,3620,3585,3560,3500,3500,3450,3455,3500,3525
11000,11200,12550,520820,1019622,959099,311969,207918,256415,188581,394487,184113,2634424,2629302,9680,9650,10050,9800,9780,9820,9810,9920,9890,10100
7600,8070,8870,45235,42847,56741,66329,182414,116137,55772,77365,221346,3073622,7344520,5470,5480,5520,5490,5570,5670,5650,5550,5550,5930
2860,2950,3570,10853903,1540393,2609769,914389,4842021,1190287,676182,1942857,637296,1198058,43187581,2780,2790,2760,2785,2790,2825,2850,2850,2815,2770
23750,25000,26450,3145912,1152756,533420,358473,661664,721889,573083,250346,307539,538420,954527,23250,24150,23050,23300,23650,24800,23850,23950,23600,22850
10500,11000,12050,1242697,353889,237839,225114,624784,347189,263413,251946,251254,1948321,6721403,9970,10050,10000,10050,10050,10150,10100,10000,9990,9980
29800,31300,32350,108711,81974,34092,64223,65751,98662,72711,43680,49389,123178,535644,28850,29800,29650,29300,28950,27000,27250,28500,28700,28550
1275,1320,1455,166928,201327,185940,134075,100675,149153,5923002,1038493,907228,656232,16179774,1155,1145,1160,1170,1155,1155,1160,1210,1245,1230
12850,13250,14650,209312,232849,291137,209836,1309400,245034,281979,386612,226288,3104810,7430302,11900,11850,12200,12000,11900,12200,12250,12400,12150,12200
11400,12250,13400,353889,237839,225114,624784,347189,263413,251946,251254,1948321,6721403,14365691,10050,10000,10050,10050,10150,10100,10000,9990,9980,10700
7110,7160,7350,1908886,6309135,1288228,2454935,804780,852706,1080620,908614,12889824,64993638,9995705,6450,6610,6620,6610,6610,6610,6500,6280,6450,6750
3430,3590,4455,122252,180867,300149,74903,100215,93391,117066,126401,804924,315653,12831615,3370,3410,3480,3480,3460,3445,3440,3425,3435,3405
46300,46650,50000,346098,398791,290727,281170,658763,369868,2178996,2393178,614203,1966074,2083757,36850,37650,37350,38350,38000,38700,38500,42200,42050,41250
2705,2830,2950,468311,520954,352152,459956,315188,689433,381542,1675419,448374,377000,1583576,2810,2800,2790,2760,2760,2690,2650,2760,2710,2705
12000,12350,12800,462488,368298,358083,1953808,1051020,1243240,821468,604906,475983,762195,721539,11800,11150,11350,11850,12250,13050,13200,12650,11800,11350
5580,5820,6740,21888457,41322187,10656658,4482388,8689972,4674658,5461139,3345984,2550151,48821482,84884906,4410,4865,4790,4960,4900,4655,4430,4320,4285,4355
37900,38700,47000,28505,32999,17205,25469,33026,26545,38725,22992,16805,16433,206781,44200,41550,42800,41150,39650,37600,36100,37550,37600,37800
3210,3500,4110,23742,9818,56099,38379,22517,27520,13726,23695,36423,201308,2381369,2910,2915,2895,2965,2970,2990,3000,2970,3020,3060
3875,4075,4780,86754,47917,81755,94495,79490,76724,98798,47596,83564,149077,6538829,3825,3860,3845,3845,3855,3830,3760,3790,3810,3755
13000,13250,13800,358083,1953808,1051020,1243240,821468,604906,475983,762195,721539,538654,1287771,11350,11850,12250,13050,13200,12650,11800,11350,11500,12100
26150,27450,29100,1020511,1075846,395476,275981,704187,825072,366844,238559,238839,351759,1948643,24750,25650,25050,24850,24900,25500,25000,25100,25000,25000
11800,12100,12950,362121,352228,741652,256664,323735,514380,300507,287735,439131,929283,1119719,9920,9750,10150,10350,10150,10250,10600,10500,10700,11200
6600,6740,7400,170753,341429,208293,173495,145925,101773,10039182,2327746,2381109,711090,6583001,5690,5500,5370,5310,5200,5170,5270,6310,6350,6400
4660,4760,5500,703619,358790,303309,240559,213402,202739,283083,63488409,22819054,7987710,62419384,3740,3780,3845,3815,3790,3790,3760,3880,4585,4565
27550,28850,29200,28548,30053,135450,83150,116981,50084,32562,41896,67779,72306,275836,26900,27050,26150,25300,25600,25600,25850,26200,26500,26950
9430,9600,12250,554059,1724925,1910338,2560830,4832362,1571240,766924,4534694,3412401,1285156,22636877,8610,8860,9110,9360,9460,9180,9280,9300,9500,9310
26350,27650,28100,462794,899715,304533,322676,308239,297482,215054,257618,807979,431037,1558850,26100,26700,26500,26150,25800,25950,26500,26000,26150,26150
26350,27650,28100,462794,899715,304533,322676,308239,297482,215054,257618,807979,431037,1558850,26100,26700,26500,26150,25800,25950,26500,26000,26150,26150
26350,27650,28100,462794,899715,304533,322676,308239,297482,215054,257618,807979,431037,1558850,26100,26700,26500,26150,25800,25950,26500,26000,26150,26150
16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100
11400,11850,12500,22523,13786,29296,30815,15968,19146,21595,41794,24411,15554,120552,11650,11850,11700,11850,11750,11700,11300,11550,11500,11350
7990,8470,9080,17549,48208,46843,21049,30640,33380,26374,30304,28742,48710,593232,8500,8310,8290,8270,8180,8210,8190,8100,8080,7990
16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100
16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100
16100,16650,17200,307764,207770,487246,4027297,378141,609990,367625,558411,265562,874627,1487776,14200,14250,14350,14950,14700,15150,15350,15200,14950,15100
3995,4140,4535,884540,593123,1252350,1238889,600223,658994,650674,1517664,1758118,3339609,14937612,3945,3850,3750,3785,3800,3940,3880,3860,4000,3960
27600,28550,28950,304533,322676,308239,297482,215054,257618,807979,431037,1558850,2339718,3073569,26500,26150,25800,25950,26500,26000,26150,26150,26200,26700
27600,28550,28950,304533,322676,308239,297482,215054,257618,807979,431037,1558850,2339718,3073569,26500,26150,25800,25950,26500,26000,26150,26150,26200,26700
27600,28550,28950,304533,322676,308239,297482,215054,257618,807979,431037,1558850,2339718,3073569,26500,26150,25800,25950,26500,26000,26150,26150,26200,26700
8170,8460,8490,3061937,1203895,846284,1404710,1199339,1018732,701880,568955,1571920,984322,1382604,8350,8240,8110,8310,8220,7760,7820,7560,7670,8090
14000,14200,16350,23002,16540,47684,38556,16655,18915,80484,40884,43393,69248,679008,13450,13300,13350,13700,13850,13700,13700,13650,13850,13950
1690,1740,1880,3530849,25357177,3723379,1621674,4968984,1449953,6848179,2130749,16576575,3950592,12967766,1370,1400,1435,1430,1480,1500,1510,1535,1500,1590
9320,9760,10800,2154812,920611,5481169,2886808,1985667,1875582,862447,949565,683720,1225294,13289510,9090,9110,9430,9250,9660,9330,9380,9330,9290,9300
5480,5510,5700,240847,225780,323025,303737,2179210,618678,495556,405620,841822,629882,910350,5250,5250,5290,5320,5180,5370,5260,5270,5280,5340
5340,5620,5690,113013,92588,118020,100771,73836,97977,75624,119165,61395,145022,481748,5300,5310,5530,5480,5450,5430,5360,5370,5430,5230
5160,5300,6440,72872,60622,104188,81763,99112,85934,95451,83751,110896,100637,7372277,5240,5220,5340,5360,5370,5150,5130,5290,5190,5130
6350,6640,7300,133210,71588,84378,2343063,251001,167283,140098,128449,87307,75428,2430158,6260,6160,6230,6450,6600,6420,6440,6180,6450,6320
2685,2765,2960,9857125,31708112,10187782,38798235,9112663,7420630,5535218,14169936,20598125,8754345,28988304,2485,2625,2630,2685,2695,2530,2545,2545,2665,2680
12450,12750,13250,2619101,4697356,2051726,1409142,1592610,2316389,1420037,1561377,1104043,1193292,2632582,13650,14250,14550,13850,13300,13750,13450,12850,12700,12350
1190,1180,1210,444608,280249,263141,174614,155183,209424,142627,192697,194685,454782,695149,1265,1285,1275,1270,1260,1240,1240,1220,1190,1170
40850,42400,45100,224237,271574,182450,149824,175509,431040,401974,214317,178433,255156,1316575,37950,38300,38350,38000,38300,38550,39500,39900,39000,40300
79400,80900,82200,1457035,992906,1295419,468670,586036,413169,463796,690648,389354,730662,740019,73800,81100,77100,76800,78000,79000,76500,74000,74400,75400
18750,19500,21450,168099,67603,212495,141398,114492,95690,1232935,431990,258685,305162,1069203,16800,16750,16850,17300,16950,17000,17750,18900,18750,18550
5550,5750,7210,35246644,104726910,22837900,19779240,29519294,7925341,8132806,6051120,4904676,16079530,83934395,4000,5090,5710,5680,5920,5560,5290,5170,5140,5220
6820,7220,7930,61150,90110,73771,74884,73870,50770,125183,150549,67317,59122,900990,7470,7320,7140,7050,7110,7140,6900,6620,6530,6670
4585,4995,5120,6003002,4901510,3664366,3687912,3851412,7036400,72419591,21861339,5711436,8101801,17412836,4510,4320,4290,4080,4145,4245,4315,4500,4400,4550
13900,14550,14850,361774,2497666,830800,589583,383001,373975,1857440,4128217,9380326,3315699,2558887,8620,8760,9150,8960,9050,8910,8110,9380,12500,13700
4740,4790,5110,3244242,2983560,671566,709787,1618143,730902,741647,567217,1442302,736954,5814789,4655,4800,4750,4680,4700,4700,4530,4530,4735,4735
2635,2750,2820,285738,186116,199310,320628,295814,256968,237750,376450,327401,570688,746759,2865,2870,2810,2785,2735,2650,2585,2495,2490,2485
33800,35350,43900,18288,234192,301483,982013,422159,427758,181386,125620,120107,1505792,3528056,20800,21800,23550,23750,25100,25200,25050,25800,25400,26050
2690,2705,2800,186116,199310,320628,295814,256968,237750,376450,327401,570688,746759,481910,2870,2810,2785,2735,2650,2585,2495,2490,2485,2630
24250,25200,26850,391564,1089888,809111,448790,325628,633148,1266795,633079,1910700,641635,979207,17300,18150,19650,20000,20650,21500,19500,20600,21800,23650
36250,38150,41400,15808,19497,14786,12477,13719,17094,17503,18395,23730,16998,149272,37150,37250,37700,37400,37000,37550,37400,36500,35950,36000
2770,2890,3100,2446440,1671291,9485618,1627163,1448684,3511446,1242221,3390264,2433215,1767239,3982887,2895,2925,2925,2900,2750,2710,2750,2645,2610,2670
8530,8890,10000,654510,564237,1951998,1356987,986553,2223947,10349894,2965559,1283532,855357,6811155,11850,11900,10150,9680,9600,8850,8320,8420,8270,8100
4235,4510,4850,514173,1730138,565045,578993,418922,410593,538827,567650,12892006,1123411,5416777,4080,4175,4115,4000,4030,4025,3900,3690,3775,4180
41550,42150,48000,979774,865549,3503183,1316847,1554006,5116946,3048182,2765647,5269252,2425117,6640813,28050,28500,28900,30650,31600,34100,36600,37750,38000,38850
17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700
4500,4755,5000,7036400,72419591,21861339,5711436,8101801,17412836,5733948,8833495,2991922,3010873,13145859,4245,4315,4500,4400,4550,4590,4490,4540,4480,4475
1625,1760,1940,629256,400654,748937,1290019,1031674,880431,785760,493398,539290,278832,15497463,1775,1760,1715,1650,1615,1580,1525,1490,1590,1615
17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700
17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700
9320,9600,11000,17674596,21082316,15383286,13703149,45622321,18579462,29331267,11144327,7693459,15249501,60429831,8970,7890,7950,8130,8650,8700,8510,8830,8600,8970
17300,17700,19150,15599542,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,15500,19000,17200,16550,16600,16050,15300,16550,16800,16700
18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450
18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450
18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450
18000,18900,22250,3652850,2667438,1539805,2378173,2175636,3062797,1551845,1031526,868245,4065694,11011785,19000,17200,16550,16600,16050,15300,16550,16800,16700,17450
1715,1750,1875,2899771,3534610,1838805,1346077,1181202,1408419,2886302,1077219,813696,765653,3165512,1910,1720,1800,1750,1690,1635,1650,1700,1720,1700
3425,3450,4145,1660923,897022,863499,3879408,1162546,1048009,1470371,665991,982429,556347,30290466,3320,3195,3255,3440,3400,3275,3115,3250,3285,3345
4480,4715,5430,86254,47346,73768,59279,67633,60367,75856,95657,49346,102874,2533709,4365,4360,4335,4385,4345,4230,4260,4390,4325,4320
4350,4450,4650,728602,683516,5390621,844544,1365987,868119,557885,908877,811679,1050658,2913234,3920,3885,4025,3955,3790,4025,4030,3990,4075,4050
2210,2385,2385,627748,511905,444449,382284,347020,279728,268688,228774,384911,674586,2642907,2025,2060,2145,2115,2050,2055,2080,2130,2145,2155
10300,10800,12150,70777,123625,40278,53317,61064,43286,57534,47581,54909,80821,644910,10900,10500,10500,10250,10050,10150,10250,10350,10050,9880
10100,10500,11050,432569,465326,442458,449708,350969,1132396,230774,596723,280404,303208,435951,10450,10000,10300,10300,10350,9500,9570,9460,9790,9860
37400,39000,45550,1450529,983643,1053679,877141,1173331,711598,3366029,1250437,1108981,0,2694057,30100,31700,29400,29250,30500,30850,31900,34700,36500,37400
3350,3475,3785,321199,402625,553518,471208,230445,179788,128498,361648,1053098,315751,3716053,3400,3450,3330,3205,3200,3270,3295,3190,3415,3350
38600,39200,43500,45661,47380,40324,37293,37800,80061,54725,41743,670221,119412,957134,35050,33800,33300,34150,34550,34450,34650,34150,34550,38200
2440,2475,2730,318830,395055,394983,316215,473620,487977,1030541,306643,2291891,2343009,12074978,2240,2190,2110,2115,2215,2235,2215,2205,2225,2405
20400,20700,24800,94796,134603,116883,1664522,350063,159213,225968,2072236,5136192,828433,4847435,15400,14900,14700,14900,16750,16500,16050,15650,18500,20400
1155,1155,1225,3418891,2054041,1658696,3020995,1644565,1348291,1825029,21664180,47305765,10802293,17382829,970,956,980,1000,1010,1000,988,1015,1100,1100
5170,5280,6300,52120,71644,63270,27651,36637,23133,74098,44918,51139,91752,4653164,5350,5150,5160,5220,5270,5200,5020,5040,5000,4955
6150,6600,6930,317550,604847,390541,219202,266327,251648,202473,17913178,3891578,4441139,8892351,5150,5130,5470,5550,5520,5410,5350,5700,6180,6150
6730,7060,7600,324074,272573,163579,246917,208349,325439,501797,734570,1286515,339832,6603524,6340,6290,6320,6460,6420,6300,6180,6220,6740,6650
