stock_code,bf_price,tr_price,D-5,D-4,D-3,D-2,D-1,D-day
002720,5783,5897,250086,518575,495256,131489,134440,4054740
077500,12500,12500,299974,207339,1060894,1226888,574211,1200820
002630,1240,1265,570913,321636,724780,690700,423550,2493950
128660,5130,5290,141529,109314,258948,179812,234711,1332999
001780,3500,3575,154035,196548,428165,353359,335905,9147478
200880,7230,7490,99653,83210,99338,223849,152389,725204
048430,10900,11300,53258,32459,63125,103552,107348,678288
045300,5349,5408,44281,96708,53282,89739,63797,1203362
017480,6080,6290,28439,47224,116279,78473,56996,215877
009460,2220,2300,192770,254651,3935586,2191399,1286374,7415595
164060,5820,5995,124898,101312,107612,279051,103426,666149
036640,7360,7600,674839,354380,264474,109744,516765,1368343
037370,13700,14300,153630,216828,150123,74933,96534,448354
192250,2700,2820,1600797,36377060,31895081,13761207,5297238,48134337
098120,13050,13200,300208,190407,89438,132684,92071,722327
299030,58100,59400,214225,119839,191571,230388,110302,138549
004020,45000,45500,1544022,882516,597159,536058,564837,1154435
160980,19450,20350,100093,84874,329619,144920,62574,355860
319400,3845,3935,9759174,8388710,28814542,3097020,4127239,8767255
001840,5850,6080,123690,79949,86185,41210,40950,5224243
052460,4805,4905,11998154,1204286,5077158,619818,291618,8311188
012860,1995,2110,286654,319499,1486521,379286,995988,19104832
138690,6100,6280,192117,161642,170357,1794648,882456,1198983
054090,3430,3510,303749,778104,2724156,353621,704824,23099841
299030,63500,63400,110302,138549,713167,261565,267396,215885
100130,6640,6750,1378395,1116735,939367,1987128,1499219,3387918
100130,6640,6750,1378395,1116735,939367,1987128,1499219,3387918
104830,33900,34250,53203,102422,138430,46314,49339,293957
012860,2185,2185,379286,995988,19104832,2997412,4706970,6067482
005870,8230,8470,573296,279216,228413,343072,239224,1534825
075580,7370,7500,2641913,745768,528793,411960,1719554,598333
020180,1185,1215,588329,684464,906064,477529,358517,30705475
196700,6710,7190,8185087,23558956,3058516,18992511,8567343,7027920
002140,3305,3355,279644,1331860,285363,1178690,1073901,3312128
027710,2085,2155,883402,699639,770779,696688,604918,45900984
019770,7000,7380,719733,250424,165775,123028,145273,384813
033540,2200,2210,230022,522515,236440,242783,329108,716900
053080,13650,13800,102188,64737,93830,112976,133205,383746
148140,1650,1690,923867,2381236,3036006,2623446,16070836,6960430
299030,62700,62700,120382,73107,51252,82875,127113,189831
053950,3360,3600,153772,107096,93423,120141,287165,648845
191410,4010,4100,21389,14400,57730,50689,57375,733665
049070,34900,35400,102561,188465,273685,510211,583044,935698
205470,20500,21400,1080372,1935076,4288679,12657853,24181909,13789667
258830,4900,5160,2963270,24372462,20541444,5603357,11672018,9368142
299030,64500,65200,82875,127113,189831,176967,114235,71439
140520,3480,3640,159631,484379,1463687,492391,328595,2085140
148140,1820,1920,16070836,6960430,21900016,5440398,7979371,8368987
122310,9680,10250,59539,22316,53609,16392,16092,318841
220100,11958,12617,179204,86597,147277,116492,63050,214447
024060,8050,8210,2287019,2426067,948936,2103735,2750455,1809886
101140,2720,2750,1898064,602812,569199,529117,317237,1992665
011700,3315,3435,4254953,1041796,980198,761075,1126688,22941339
014160,2495,2575,1126207,819421,2837651,29825297,4680586,9604799
008040,1190,1215,3078708,1223617,1428680,5240915,1951853,10642201
009190,4200,4340,304726,627658,177840,168493,188353,533126
001520,1340,1430,944949,513574,818684,303610,1272235,3696197
148140,1585,1615,7979371,8368987,6339266,4403725,2414234,1682586
004780,5210,5490,30128,22736,20876,33325,123894,16397956
032300,36700,38500,73965,52724,41330,47029,31289,1201736
002360,1005,1050,3304188,5036539,3641738,1585029,3273518,28651453
013810,6120,6570,161560,134923,135608,135601,489950,1343790
267290,23150,24100,65039,14988,5816,5281,107221,134280
037950,1505,1560,6910120,1969662,2249848,7168776,25113734,17085861
230360,14050,14700,79847,71310,73474,74126,56436,2262533
095500,6830,7120,710387,20152899,3102011,1951281,1285590,1478288
036090,1230,1350,4176711,2387369,1309981,1747652,1709307,27546649
001940,15200,15650,14765,19736,13519,21673,21584,88763
075970,3975,4100,226042,185704,248356,2013969,308342,2688559
128660,5360,5570,1925889,883657,17429324,18640371,2725931,12657241
074610,3460,3600,402249,1102696,665307,392637,949939,12659094
014530,3885,3920,285097,4178653,870265,513773,1002399,435208
037950,1490,1550,25113734,17085861,4882363,7258155,14994040,15992968
065450,6500,6780,10803711,9491791,3544131,19297935,8246326,7856569
037950,1485,1585,17085861,4882363,7258155,14994040,15992968,15300993
104040,2370,2470,2728319,2556664,2895568,914547,2548129,8222306
060380,3755,3805,142439,120195,1115327,311044,324908,1070188
045660,15700,16050,192295,303748,542563,738287,329799,227731
037950,1475,1510,7258155,14994040,15992968,15300993,6559417,57249423
042510,3580,3810,691579,183456,327570,287659,252555,2482303
215100,8210,8610,7476902,2851266,2788166,28103014,7766635,38149185
036710,5240,5660,655771,330258,379686,523585,707446,7160511
140520,3530,3730,231092,201219,217491,281291,170013,1909888
037070,16800,17550,132713,226251,172967,338686,395653,976087
225570,16800,17550,465208,209024,353087,295894,243072,1109695
225570,16800,17550,465208,209024,353087,295894,243072,1109695
014710,5400,5570,45423,46309,46224,42905,23928,13096462
225570,16800,17550,465208,209024,353087,295894,243072,1109695
225570,16800,17550,465208,209024,353087,295894,243072,1109695
001470,2185,2300,2339278,3508715,4426673,8042311,2889593,58264265
088790,2990,3195,63651,107443,35051,32224,37097,429619
173940,8580,8990,14398,11936,14847,88632,46722,341239
299030,61300,61300,40516,66241,38390,19798,49176,92703
222810,1521,1662,0,0,0,0,0,5227853
227100,6880,7240,140848,239072,88571,243998,88540,389332
005860,2330,2375,12840834,5317623,14710317,3624641,6548464,11595504
002360,1165,1190,22236971,24576032,16241462,13988103,11983102,16192363
106190,12550,12900,137380,110866,103077,1132495,254817,563390
299030,62800,63500,19798,49176,92703,69294,34421,51667
192250,2505,2600,1849355,13057249,2376447,1195559,2979691,6312540
019570,476,490,413312,240778,424046,482405,670674,37580951
081150,6200,6420,5691040,5589123,19157477,79566550,16756918,27835982
005870,8150,8400,206949,430252,308038,172687,267431,1071007
020120,15200,15600,280662,70160,70455,117092,121055,310030
092040,26200,27000,65583,55740,52182,101378,139900,751286
049180,5890,6100,86848,55025,74670,60184,92016,518804
091810,3235,3270,515576,654496,558082,2593904,1524180,1991057
091810,3340,3615,654496,558082,2593904,1524180,1991057,3584228
021650,3830,4030,39831,36850,38158,33299,34504,3061806
198440,4135,4240,3321101,13932087,11903066,1745323,4100150,29402783
099440,1780,1850,150868,111564,169416,207888,137297,1284024
034810,12200,12850,36982,38793,56378,104268,43160,275038
004100,1370,1425,467437,250737,286540,188534,241589,1949286
053260,4985,5280,92872,57582,47195,24321,111265,2118967
002220,3600,3685,66952,56623,118281,67110,264360,719682
020710,6800,7060,225646,118984,1505664,330977,167070,13819093
004540,4145,4320,177930,152897,67908,164889,137786,3871194
013700,2835,2890,6527007,47765356,5990856,5137211,14815789,7673311
064480,6030,6260,77138,94627,241349,128698,65856,416479
258830,5290,5400,2434564,3929010,30269044,5128683,3592603,7739295
048470,6750,7100,96914,149564,339998,251867,293925,5157897
041460,8710,8950,214680,1625523,277649,141200,195732,11893071
084680,2430,2560,431674,361995,539933,252696,603352,28555404
215100,11700,12150,9107521,3736965,1996196,4438749,2312890,10714207
189330,22600,22900,24708,15872,26596,36839,23316,99954
215100,11950,12000,3736965,1996196,4438749,2312890,10714207,5949274
079430,15350,16300,29442,26013,26581,27020,59072,1365420
082850,3900,4030,1222671,1074927,3154237,474057,1873326,2209683
042600,23400,24550,28356,95032,47057,126340,49459,345277
066410,4535,4675,24884504,42852869,30951542,9185699,7497759,76406974
065370,15350,15900,95358,114461,78634,57691,46521,195976
198440,5090,5250,9488459,17048398,2952433,8929783,79436090,14831419
025530,3770,3995,6671,5500,7132,16615,13459,1745985
011320,7460,7720,75440,25696,30954,19518,2186657,8685653
215360,18100,19050,22997,12477,22889,37583,24495,1155259
005390,3995,3995,796141,1195220,1382953,784389,891168,1300006
300720,21400,22200,247461,2115559,310741,382310,287690,464942
140410,24200,26200,1795900,1665828,839697,939867,1310593,1607423
004250,8830,9270,572462,305415,300490,443136,350173,8093645
006880,6850,7090,261687,3073321,735570,1317838,1013493,10135505
071090,4905,5190,2255484,6399191,3999660,1624541,1637354,8920810
000860,24800,25750,12490,9401,9818,14446,9488,131830
007280,3220,3260,121957,97755,56750,62752,63984,19765614
299030,67300,67700,42509,136113,44686,31530,82265,133528
008700,2315,2380,401106,299531,2382524,734246,592607,21896433
092220,3295,3425,1724556,72110649,13053604,6805861,8176464,49635839
008830,7950,8310,883319,115911,149725,161318,181359,4658746
317830,11300,11400,535696,327462,1253057,435918,377665,479873
052020,6200,6390,63901,158697,252448,162832,40132,411977
054950,15150,15650,30070,43086,61602,45110,44147,309503
198440,4340,4715,4421650,2944582,2605919,2386679,1272903,29761461
300720,20350,20950,243825,346918,227936,108028,108862,403852
037560,5170,5460,259613,253243,115429,104652,127945,18642278
002220,4010,4170,146850,67065,38503,36834,97291,373565
008830,7910,8200,181359,4658746,298768,220102,110763,1602844
077360,9650,9980,283988,227012,348564,679178,606208,443856
092300,5680,6000,402103,807472,642695,438726,217172,10842025
396300,6700,6890,700190,296695,11937664,2549254,949383,7348966
009580,4585,4830,187238,127217,144886,77263,298684,3987005
306620,4190,4275,3228971,2666141,1078321,2829633,974699,5734895
032850,9070,9540,104945,115739,115513,111641,90578,1087679
052600,9470,9700,418313,305271,144581,172743,197298,791615
365900,13650,14000,51621,27708,43839,93150,51074,190351
053050,6020,6350,60604736,16826549,14045903,22515953,24392761,13201242
047310,7380,7530,80940,111232,332983,101118,270056,5451720
365900,13700,14150,27708,43839,93150,51074,190351,1137578
032820,2120,2165,2190909,1709863,2332933,1665896,1774756,51175432
060240,8070,8370,2631607,2214365,1990791,3117790,3584358,18775828
270660,21075,21750,164368,167042,114328,274636,270640,897196
171010,7620,7860,42448,39873,60142,326767,577028,6711172
117730,8610,8930,293932,185226,220542,194983,308704,1186066
036580,7340,7710,4856780,1411372,845903,679111,2778511,16795002
010690,8270,8420,617176,1164400,575505,361027,901143,2214025
014530,4300,4300,1154570,610243,409041,529148,393462,1010155
001000,2510,2620,101759,66586,248602,828292,174922,3457675
012160,993,1030,345081,221147,173634,327512,369013,7514412
048260,121000,121000,0,0,0,0,0,2948953
035460,4090,4190,573503,623268,19987048,16877216,2324492,8150883
123690,10000,10650,59441,45669,31765,32390,260065,6116506
252500,1990,2010,888274,587978,15417411,3222061,2493613,7246232
024840,2155,2280,263477,292612,371485,437789,996646,3098018
122690,3450,3560,43698,59632,55335,49809,86316,2244334
104830,37500,37700,65426,100352,57474,86990,69260,386184
043200,1290,1315,742135,450462,253995,168286,206970,4760469
017960,13000,13400,1349010,1118975,780572,408121,811879,2314510
033500,12000,12200,234740,316217,217435,257314,333883,900777
053620,9880,10000,665550,133056,79731,88615,48177,232053
089530,1950,2030,1885208,914381,9738990,4168432,1920255,4106685
053270,3890,3970,1161620,3415620,2836331,1485278,995884,11801167
053270,3815,4180,3415620,2836331,1485278,995884,11801167,47760475
046120,7860,7960,1380472,413974,2610897,24143789,8190834,5066916
023770,13050,13250,66134,27566,60006,238578,111054,455314
033100,5330,5540,140148,88009,118713,70218,89653,1503367
237750,7520,8000,43434,75842,184767,101065,66163,1001245
054450,16500,17300,174227,383588,253409,126498,256001,725060
018500,965,989,266871,221636,401350,223707,1098413,4014580
013310,3545,3660,407847,2617730,3513399,46393297,10391750,34050149
024880,5440,5740,901817,610804,667357,1017676,373950,1250713
073240,4260,4275,333281,221907,378891,509177,392854,1445386
015230,5600,5700,8590500,1947155,1140525,560411,2520932,22946630
214870,8830,9450,75303,67702,202497,48289,67641,1577026
353200,30950,31300,869264,751960,1026766,1377966,674258,3990353
313760,12000,12600,14511,72607,62621,57716,68276,185377
010240,8060,8420,2442237,631693,273746,180413,662882,3143524
114630,1223,1291,216181,99651,165025,179993,2290200,6370407
003310,4325,4580,5190771,47526323,22267506,75237089,74831573,56687174
388050,3573,3785,1262733,344891,389191,591562,3508837,13152973
047810,47300,48250,814576,498423,683521,565723,582504,1486340
040350,1145,1250,86538,55076,76424,304739,211052,19860885
306620,4500,4895,2750393,11861716,4353515,1478391,3263156,40440902
002710,11550,12400,286573,364158,269210,497238,283137,2063703
091580,17400,18000,504855,334970,251505,196014,166416,1111875
213500,13600,13950,36825,76841,49857,110713,88592,603916
058610,17350,17750,244811,343546,469083,448705,990959,3865046
022100,6210,6450,252483,727469,559960,435390,522331,3520424
213500,13650,13750,76841,49857,110713,88592,603916,198776
035250,26950,27200,497897,360380,318977,449072,441420,1120402
086980,5600,5790,5416959,826941,476764,843338,897512,18686469
063440,2685,2690,749021,480835,4852825,778518,742442,1356311
063440,2685,2690,749021,480835,4852825,778518,742442,1356311
063440,2685,2690,749021,480835,4852825,778518,742442,1356311
063440,2685,2690,749021,480835,4852825,778518,742442,1356311
005070,53500,54100,640838,741770,661907,537742,387175,955556
025870,12200,12800,64469,44690,19609,114915,50311,694544
088800,10350,10650,154072,128056,111381,130617,165630,599195
054450,18350,18900,211677,311603,191691,163221,136859,794096
336260,37950,38600,404195,477282,529960,593037,310602,1031018
038620,1440,1490,768974,219040,336033,601861,838711,24958513
000440,30300,31100,184060,65674,1070882,165556,300848,463676
079190,1565,1625,494855,199216,405930,1336580,427214,6395315
060230,5230,5100,0,0,0,0,0,4436167
100130,6100,6390,335273,11366665,2383949,3492331,1489410,4186986
100130,6100,6390,335273,11366665,2383949,3492331,1489410,4186986
017040,3775,3865,5674454,5124897,13681949,22222240,5092701,59671139
276040,14000,14500,157975,102450,59024,340315,92532,2487618
033180,2030,2075,959708,516173,461062,456111,366269,3092847
038010,7760,8240,139870,142550,498178,727027,203667,1015128
198440,4000,4075,285327,5292507,723781,2662862,2299260,9402735
094360,19450,20250,99371,60767,91333,45594,71521,673029
037950,1320,1370,299122,322442,149133,357514,169041,10949870
037950,1400,1385,322442,149133,357514,169041,10949870,5230337
035810,4870,5030,1984596,973511,1133188,982830,20366798,11552093
002710,12300,12450,122229,962114,640360,601794,1853191,1441175
002710,12250,12550,962114,640360,601794,1853191,1441175,3089003
900340,1655,1700,1137063,14481256,2709258,12078810,3433632,16644758
094170,6460,6790,173937,182754,174588,339040,607691,1281690
099430,6632,6719,2263978,2774938,1105938,1967708,741546,2065747
017960,13650,13900,497541,541032,458246,1682906,2297700,2114019
034020,16050,16850,4332508,6564565,6005704,3711977,5566173,16726876
099430,6694,6794,1105938,1967708,741546,2065747,1506700,994589
017960,13700,13900,458246,1682906,2297700,2114019,845894,727668
090710,3070,3120,22745798,29003662,24349646,29616429,18206302,40123170
100660,8790,8820,30848797,6204278,5608363,3338094,2790181,7453041
001570,5250,5350,670281,801198,1745600,13856813,4776779,4286568
049720,10800,11050,684021,11372081,5793653,1605329,3607983,1784445
002680,2680,2755,4215054,7541435,4992750,2719034,2122696,6240032
005850,30750,30700,165812,89690,365677,216764,322666,346762
101170,10450,11100,6668782,3822806,3504584,8668938,3021240,11870526
005850,31400,31750,89690,365677,216764,322666,346762,251367
065440,2155,2300,953537,1032295,776068,1461633,966503,35809127
002360,972,986,3302562,3493702,3273645,2453006,1923109,4772649
065440,2570,2630,1032295,776068,1461633,966503,35809127,13107749
357550,16950,17900,17558,31152,735113,151550,125606,326201
412350,13200,13700,5308688,4823347,1275409,2724125,1418289,2420308
128820,5180,5350,670056,404313,665991,473584,376551,1816227
249420,31300,31800,686698,414320,600433,648660,1347318,2772879
054090,3335,3400,3409044,1976314,2561169,2934773,2145079,11116017
008040,1520,1610,3818175,3409759,3816341,2811562,2827011,16818401
249420,30900,32200,600433,648660,1347318,2772879,2695872,3431679
247660,33900,35700,117093,387322,422875,1774103,405134,1334129
041440,9900,10200,3854451,2715594,13446373,13196952,6331240,7286607
206650,15750,16400,152779,318756,181848,235982,251869,824523
041440,9650,9620,2715594,13446373,13196952,6331240,7286607,2618179
205470,18500,19200,12273736,4443994,4331164,7210252,5033943,13907178
389030,3970,4103,1827092,3005067,1257550,993772,797916,3075902
044960,6170,6320,42236,16857,24120,56061,31238,5127194
066410,2055,2105,16054462,5962932,25435375,4660591,6964032,95637712
044960,6130,6370,16857,24120,56061,31238,5127194,2902005
058860,2575,2630,66513,77585,67050,98114,110363,4332144
015860,6460,6580,1289267,1162129,801488,1142901,957375,8531320
086980,5350,5450,652258,4204858,792463,3611858,2526717,6535345
065510,11350,11650,67200,53797,175234,69093,108201,514553
095340,32600,33900,164636,163249,135230,256232,238635,548277
126700,14600,15100,55610,90416,74454,43230,59162,316223
204020,3195,3245,19730,39524,48628,28558,252134,2702003
250000,11900,12300,36492,79652,51553,101901,39595,767683
053610,22250,23000,33892,16749,15531,34050,20796,272045
382900,29700,31650,238949,249641,463126,203552,133270,1003410
101160,18550,19150,79036,122571,145480,151017,90471,309593
032680,1880,2070,248132,409680,499149,1238041,1703769,11315867
049830,13600,13900,730313,174947,473165,246987,182170,4871754
030200,37400,37300,920147,610638,542890,1138222,817378,637354
376180,7123,7491,4211550,18481536,3723886,2664672,1374633,3409058
053690,11650,11850,184151,1187650,217963,221045,133495,509395
061970,8500,8900,97913,143910,95606,106633,111595,3625915
117580,10800,11250,817561,784156,458466,273929,222681,1224027
049480,2990,3055,525444,320858,254918,141120,372814,7276630
083310,12300,12650,104712,85967,66649,53933,38033,265154
090710,2910,2980,51295427,11960147,5814238,4837348,4525139,14378771
190510,9590,9710,86468,78120,82991,47816,37118,265708
033240,25600,26600,157652,110505,78620,262882,269271,744795
039440,16750,17150,128810,162952,72572,171428,128875,260868
047810,57000,57200,2515827,1261695,1265664,1731389,2693788,2086472
095720,2545,2650,52374,36809,234721,58895,141950,1404113
388720,24400,25000,341512,1142297,893186,810669,2665188,10858395
059270,7350,7440,57732,33483,56829,124290,743011,6554415
063440,2335,2350,166917,222199,176806,242089,231303,1346115
063440,2335,2350,166917,222199,176806,242089,231303,1346115
063440,2335,2350,166917,222199,176806,242089,231303,1346115
063440,2335,2350,166917,222199,176806,242089,231303,1346115
087260,3380,3430,140592,206888,216698,222650,225516,1137811
289220,26500,27400,233413,190863,635851,208216,217149,2616664
087260,3475,3525,206888,216698,222650,225516,1137811,7073549
117580,11300,11750,402996,285576,225881,168101,137841,9617695
128820,5020,5370,214048,598791,256538,180585,192425,2190848
067000,5170,5280,1027444,590859,4499023,588842,503095,3977221
011370,1425,1480,148792,314932,348017,822329,220618,3907666
026890,8410,8650,294852,618975,430873,266301,195477,1840837
038620,1175,1210,305095,654768,399511,308189,899781,10646105
048530,11850,11950,352038,323677,313735,157855,191339,519437
011320,6680,6810,223432,205760,303315,227717,149683,2933326
399720,26900,27850,294343,699134,451861,266825,392649,1964071
000490,12150,12200,150009,144854,232285,122727,157182,542101
036170,1235,1255,825298,460342,223115,178412,107182,4639263
041440,8190,8280,491878,272639,394614,950542,285334,1422004
006620,7000,7130,49995,52424,400073,100870,68751,551731
128820,5180,5240,316584,264744,317649,421390,264492,1821597
000490,12500,12600,122727,157182,542101,759404,790377,1238216
377460,9900,9920,102579,638989,1598573,397709,339994,763155
317850,8420,8440,465875,201540,1469257,298432,246303,3176557
002680,2010,2045,329449,341161,4155222,2275877,1572732,32264737
008040,1445,1495,3892136,1876916,8559238,4368874,4273203,17399047
001020,1975,2000,1528085,1186094,718500,1478009,1021214,4109300
036460,42200,42850,427011,561035,367046,182595,453638,1060984
047400,3300,3375,22165716,4162657,4630096,10383489,3617870,6225779
012450,72400,73400,1157545,1434595,716173,861239,2106988,3025058
025860,10650,11150,434575,377701,3450030,1488288,1049991,2325778
136480,2965,3020,380594,706854,917431,800247,461561,4198419
332290,2530,2580,414866,4351951,1320609,670059,543601,7507636
046120,7640,7770,921730,748809,2280641,1251824,2624516,4672735
002680,2265,2465,32264737,7701320,2024873,1834430,1757493,10731840
005860,6760,7150,28813595,21935782,6790481,3267630,6773991,6739370
220260,10000,10150,595000,639824,3120286,1358748,652604,17481366
020180,1330,1355,1448110,1906528,674863,6786802,1683938,8413024
143540,1930,1985,885904,618046,7034866,2373850,2199092,18709054
299030,70000,71900,36234,995824,1027181,691073,257658,495470
047810,61000,60800,1282978,1611519,3530240,1574732,1630967,2011306
043590,2170,2195,399119,751991,803524,609169,1067106,1555985
299030,71300,72600,1027181,691073,257658,495470,270772,559878
084990,16300,16650,139946,121801,100367,174398,92847,292706
148930,16700,17100,528036,1013243,369400,782650,404728,874185
113810,1810,1850,3093929,1025310,1013971,1155942,2036836,4447986
066410,2605,2660,1973272,5095321,2724039,1749851,6607629,5635518
047810,62000,63100,1630967,2011306,1015219,1339081,1009012,2062739
340440,3540,3620,739377,763628,9900795,6264884,1415848,3091995
005110,1020,1040,6330369,6373846,2472587,2599342,1332212,6941831
396300,7080,7350,5769618,5780384,1111099,1533854,612302,3440799
340570,35200,36700,12057,95588,53045,42299,26591,219584
008420,3890,4110,165958,109577,253150,2797616,322002,3520510
094850,11100,11500,57396,52556,148563,76962,163647,598052
018470,2350,2400,4409085,4286919,2910981,2059495,15573257,34180107
081660,31600,31950,230538,190387,158862,332341,147798,605993
101490,22600,23100,167290,169964,112218,126571,117016,537634
299030,68900,72000,213395,142040,158197,193447,107030,1432384
005880,2210,2280,1755986,984975,717781,609214,429569,7444888
024740,3250,3370,517414,867963,10391381,1705138,1530861,6608405
123410,3945,4195,5206841,5935995,12443349,8131435,4422777,19550321
274090,13000,13500,298937,139626,103981,90643,99420,1076923
018470,2260,2345,34180107,17850222,5600613,6224434,5990938,12899386
115450,13222,13560,186068,276623,231785,417692,824223,584059
043260,1605,1660,1099402,594485,913207,3111516,1934989,8536531
368600,6270,6369,937185,507915,388622,616167,262100,1644645
018470,2300,2340,5600613,6224434,5990938,12899386,4855607,27009424
018470,2395,2400,6224434,5990938,12899386,4855607,27009424,13639206
018470,2320,2375,5990938,12899386,4855607,27009424,13639206,22753097
299030,65900,63500,687540,316605,285891,241658,182644,244550
018470,2430,2490,12899386,4855607,27009424,13639206,22753097,20053810
323410,20050,20400,3982222,3172907,3269289,3270904,3572107,2381731
016790,22500,23600,19013844,12919407,7948334,8576200,3759811,13802910
027710,2195,2285,15654955,4937698,4511105,2162625,4174017,6692536
059270,7960,8220,1764425,1826115,1660911,541210,999552,3475094
007330,17900,18600,10371062,8449809,1915453,3262138,1001248,4176722
006220,9870,10100,9454258,8258499,2715663,10368597,5206860,6177523
027710,2235,2285,4511105,2162625,4174017,6692536,2764096,21718715
005860,6830,7200,6865957,5993360,17280022,9940294,4645991,19777405
006220,9580,9770,2715663,10368597,5206860,6177523,4632073,5777031
020180,1310,1380,1378225,910418,1630406,2498301,2131448,8429910
084180,1605,1635,698306,267735,1384623,1080105,1516369,6465553
095500,14350,15100,5625587,5159668,2745635,3346154,5366395,11995803
084180,1605,1635,698306,267735,1384623,1080105,1516369,6465553
056090,1710,1810,6947719,2870236,2626615,4342197,2552154,6780164
323410,16550,17250,1281487,6342105,3147167,3511517,4515245,5452407
072770,1710,1800,137227,159817,387325,425936,434152,10566714
056090,1775,1790,2870236,2626615,4342197,2552154,6780164,3108586
018470,2350,2470,14844048,7057538,5350932,27065459,6095639,15049634
011200,19050,19450,2803625,2572376,3182619,2039220,1644104,1474066
095500,15900,16250,3346154,5366395,11995803,7175066,7304369,4775513
086790,39400,39550,1020850,1147985,1104184,781094,1112504,1337842
245620,2190,2240,3766275,9731054,2063367,3285574,4748881,27875345
006220,8950,9140,5329087,2262688,1643540,2073836,2809708,2266592
001470,1400,1430,2027556,1282638,3560058,1938805,1755894,21968599
005930,55900,57000,13641878,14820702,12660652,17107653,11456060,16944503
095500,15000,15250,7304369,4775513,4046729,2038378,1955563,1705515
001440,1480,1500,8753755,5756220,5172417,7591451,11823906,11764148
095500,15350,15500,4775513,4046729,2038378,1955563,1705515,1623341
084180,1650,1710,2457432,1758744,775008,3065008,1156264,7972701
084180,1650,1710,2457432,1758744,775008,3065008,1156264,7972701
032790,5700,5700,0,0,0,0,0,6227700
388050,8500,8670,15453914,20163203,12905950,7352049,21894497,7465414
082850,3405,3530,281314,722851,414911,288139,436149,6192393
268600,11950,12250,341021,321038,279255,564151,182972,863468
008350,2050,2095,2759181,6086449,8168906,2448983,2107422,16723702
011200,18600,18850,1214409,1031175,1376304,1283490,1912137,1841709
323410,15850,16150,2174318,1950396,2635020,1914446,3015918,3901609
063440,2215,2240,337170,281987,3080389,418041,388664,707924
063440,2215,2240,337170,281987,3080389,418041,388664,707924
063440,2215,2240,337170,281987,3080389,418041,388664,707924
063440,2215,2240,337170,281987,3080389,418041,388664,707924
035600,13000,13150,93948,106380,61434,115208,170405,423073
009520,7500,7630,2404214,1530007,2065573,2636636,2871957,12030175
198440,2705,2845,490135,614543,2142603,396480,662946,1981246
054210,12100,12550,248376,644007,324561,350570,366540,1340117
037950,868,933,147532,157814,32621151,4290792,1455150,6805006
222420,1840,1915,727248,567113,1007498,311240,284320,3908710
192250,1475,1545,212341,180111,157957,340770,559479,3565549
065440,2780,2870,1166931,1277309,918381,551552,1214797,21027308
040300,6440,6770,2321024,1203656,3043476,1734763,1680953,20406151
015750,5480,5700,1747958,1152243,2151967,3503994,2593689,9886511
391710,5570,5800,816926,15981741,2735772,1347297,1585768,4909114
054210,12000,12900,1340117,314553,423676,333569,475360,1223630
015750,5630,5910,3503994,2593689,9886511,7567606,3952103,49734999
099220,2085,2150,402746,516304,1240750,6929116,1848326,6240547
317850,15550,16250,8885566,6669946,3356263,4048795,1749554,12383860
115480,1200,1250,782881,531527,654673,577924,1306326,4470732
003310,2610,2645,853741,1866537,1657874,712705,1181218,50174096
069460,1625,1650,239273,193146,725870,667422,23011153,8738776
368970,7120,7260,150796,131621,1487639,203451,217259,2656225
066410,1350,1365,3441699,2945373,1971786,1603198,10712625,11912790
046390,2740,2775,346047,1442467,331845,3553701,2024861,13644915
001470,1530,1595,2865197,2748620,1794066,2488086,4810877,20006728
067310,10700,11000,1956626,870161,921449,721344,560561,1258812
008260,4450,4550,1321993,113282,78535,75695,135436,1066658
014160,1585,1640,134053,135742,563788,238222,357763,38316094
258830,3025,3115,1666751,1871174,2954208,1210624,3442536,8860111
321260,2555,2590,753795,389606,155591,152445,294775,7363999
299030,66800,67100,49220,61520,174855,75212,159747,266890
013000,1885,1915,2701102,24703429,8666809,2029307,1247977,37956788
046120,5020,5390,171884,904090,304531,197781,254356,4535388
005160,4575,4675,471608,305010,422228,417026,1067786,2939131
020560,11700,12200,259391,169746,156196,113811,86704,4281217
019550,1220,1280,661132,4010855,2439457,1814289,4921647,11538938
036120,3725,3820,682837,643502,615934,1188071,1938068,8850852
036930,12550,12950,630974,285504,495031,366548,452017,828644
006360,23400,24000,655299,547296,935433,966961,8608540,3529724
389260,26000,26450,181142,241790,111400,139486,147323,1230041
340930,21150,21450,439196,657714,230558,136687,240691,1793259
073560,1830,1850,245722,195052,122295,402170,277849,2305279
208140,2240,2315,52985,69132,97671,115738,519148,12945809
009830,50300,51400,1283581,1042676,3411804,1528170,1065768,1053198
000100,55482,55865,59183,291021,155240,260341,110502,615253
257720,2330,2420,346916,754048,785000,2560340,5174621,44076921
020180,1305,1395,548823,706376,389760,374520,410395,65601191
050890,5510,5690,245721,180015,293329,341002,194035,5234119
032830,70600,71200,272734,358208,251639,145375,529864,871441
028670,5680,5720,1801215,4212153,2538317,1634590,3348384,6280793
394280,9230,9330,216479,1241832,1223827,3263662,1096531,1953134
018290,5460,5600,155384,114746,245963,122068,112677,1946974
394280,9300,9590,1241832,1223827,3263662,1096531,1953134,4346458
034020,16050,16300,2622275,2371499,4343309,2354866,2525210,5146930
105840,9010,9290,378049,308324,203026,165683,574944,1702991
067310,10300,10650,332473,342080,538728,279403,353220,1102588
278650,5760,5860,5330868,30583837,7188798,4151062,2578766,14729285
