published_date,updated_date,commentor,comment,like
2022-08-03T00:01:46Z,2022-08-03T00:01:46Z,Man,연기가아닌 진짜니까,0
2022-08-01T12:54:07Z,2022-08-01T12:54:07Z,라버,확실히 지훈황은 얼굴이 재밌어 난 밤새 군대 이야기 들어줄수 있는데…,0
2022-08-01T10:21:21Z,2022-08-01T10:21:21Z,one user,"형은 군대 따위로 소란떨기 싫었다. 얼추 전방이길래 걍 군말없이 갔다.
그렇게 보충대에서 놀다 왔다. 재입대 심각하게 고민했다.
최하 UDT! 조금 더 각오하면 UDU! 돈 조금 더 쓰면 USB! 타건감 신경쓴다면 KBD! 마우스도 중요하다 MOUSE!
그렇게 20여년이 흘렀다. 뒤늦게 후회하지 말고 네가 선택 가능한 제일 빡쎈데로 입대해라! 남자라면!",0
2022-08-01T10:14:19Z,2022-08-01T10:14:35Z,곽호,동대 상근은조용히있겠습니다,0
2022-08-01T02:06:38Z,2022-08-01T02:06:38Z,영구없냐,친구 무리들중  이라크 파병 다녀온 친구가있지  그래서 우린 아무도 군대얘기안해  비빌수가없어 아무도,0
2022-07-31T14:04:10Z,2022-07-31T14:04:10Z,퇑진 퐝,저격수를 저격수 고용해서 저격해야겠다..................................,0
2022-07-30T12:18:56Z,2022-07-30T12:18:56Z,몽실멍실,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-30T06:43:35Z,2022-07-30T06:43:35Z,노중근,안녕하세요 육군 개폐급 관심병사 출신인데요 아니 군부심 왜부리는거에요? 군부심부리는사람들 특징 사회에나와서 돈못벌고 할짓없고 나라에 도움안되는 하류인생 찌꺼래기들이자나요ㅋ군부심이라도 부려야지 우짜겟노 ㅋㅋ 머리에 든게없으면 군생활 열심히하자나 ㅋㅋ 더무식하면 해병대가는거고 ㅋㅋ병장만기만찍으면 병적증명서에 군필로나오는건 똑같은데 군생활 왜열심히하노?,0
2022-08-12T10:45:51Z,2022-08-12T10:45:51Z,Unknown,나라를 지키다 왔는데 군부심 부려도 되죠ㅋㅋㅋㅋㅋ 지금 징병제라 군인 인식이 개판이지 모병제 나라들 봐봐요. 인식 우리나라랑 전혀 다릅니다. 군대도 하나의 작은 사회니까 열심히 하는 거지. 그리고 뭐 해병대 요즘 하는 거 보면 좀 욕먹어도 싼데 그런 개샠기들 빼고는 전부 그래도 자의로 빡센데 가서 나라 지키고 오겠다는데 무싣하다뇨ㅋㅋㅋㅋ 어디 부대를 나오고 무슨 보직을 맡았던 간에 군대를 갔다온 것만으로 대단한 겁니다. 이렇게 댓글 쓰신 거 보니 왜 군대에서 개폐급이었는 지 알겠네요. 군대는 작은 사회라고 군대에서 개폐급이었던 사람은 사회 나와서도 개폐급입니다,0
2022-07-30T05:41:48Z,2022-07-30T05:42:45Z,꾸타,"호송대대 한마관 출신으로서
어디 가서 군대 이야기 하면 안되요
슨배님 ㅋㅋ",1
2022-07-30T05:14:33Z,2022-07-30T05:14:33Z,zigu in,"요즘 군대 3번 가기 VS 예전 군대 3년 짜리 한번 가기
난 요즘 군대 3번 간다를 선택함. 어르신들 존경받아 마땅합니다.",1
2022-07-30T04:25:51Z,2022-07-30T04:25:51Z,JIN_985,전 훈련 나가서 선임과 서로 마주보고 똥 싼적 있습니다. 경례를 해야되나 갈등했었죠.,1
2022-07-30T00:55:32Z,2022-07-30T00:55:32Z,치킨을나눠주는예수,그.. 예초라고 들어는 보았나..?,0
2022-07-29T15:07:37Z,2022-07-29T15:07:37Z,Dream glow,북괴군 사이닼ㅋㅋㅋㅋ,0
2022-07-29T13:16:49Z,2022-07-29T13:16:49Z,코카콜라,ㅋㅋㅋㅋㅋㅋ 진짜 ㅋㅋㅋㅋㅋㅋ 누구 생각난다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-29T11:58:27Z,2022-07-29T11:58:27Z,TPALS FL,진짜 날이 갈수록 연기력이나 에피소드며 발전하는 것 같습니다. 영상이 올라오면 고민할것도 없이 바로 들어가서 보는 채널입니다. 항상 즐겁게 보고 있습니다. 좋은 영상 감사합니다.,60
2022-07-29T08:54:25Z,2022-07-29T08:54:44Z,멀리서보면푸른봄,"와 저도 특공대 나왔는데 분기마다 헬기타고 패스트로프 연습하고, ak 소총 사격 해봤어요 디테일하네",1
2022-07-29T07:26:05Z,2022-07-29T07:26:05Z,임마 머,박찬오형이 빙의했냐 ㅋㅋㅋ,0
2022-07-29T05:45:00Z,2022-07-29T05:45:00Z,또로롱또똣,UDT ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
2022-07-28T10:45:16Z,2022-07-28T10:45:16Z,배길막,군부심,0
2022-07-28T10:21:45Z,2022-07-28T10:21:45Z,지금부터숨쉬는걸의식하게됩니다,ㄷㄷ,0
2022-07-28T08:22:15Z,2022-07-28T08:22:15Z,ya ho,새삼 모든 군인분들께 감사하네요 ㅠ,1
2022-07-27T21:24:02Z,2022-07-27T21:24:02Z,John Lee브로,개재밌네...ㅋㅋ,0
2022-07-27T16:28:58Z,2022-07-27T16:28:58Z,HIHO SHIN,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-27T13:32:58Z,2022-07-27T13:32:58Z,디아크갤러리,에이전트 역시 군대연기는 잘해,1
2022-07-27T06:39:03Z,2022-07-27T06:39:03Z,Mew Mew,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,0
2022-07-27T05:26:01Z,2022-07-27T05:29:47Z,전라.,내 친구  국군정보사령부 UDU 에서 15년동안 복무하다가 전역햇는데 국가기밀이라서 그런건지 비밀서약때문이 그런건지...군얘기 거의안함..........다른친구들은 udt 707 특전사 출신 몇명잇는데 가끔만나서 군이야기해도 입뻥긋안하고 혼자 조용히 웃고잇음 . 이게 클라스임,3
2022-07-27T05:11:27Z,2022-07-27T05:11:27Z,YG Jo,예비군 6년찬데 예비군가서 배우는거 ㄹㅇ 총쏜거 빼고 담날 다 없어짐 ㅋㅋㅋㅋㅋ,2
2022-07-27T01:00:59Z,2022-07-27T01:00:59Z,토프,한국에 AK 없는데 ㅋㅋ,0
2022-08-17T08:17:46Z,2022-08-17T08:17:46Z,버리,한국에 토프 엄마도 없드라,0
2022-07-29T09:24:31Z,2022-07-29T09:24:31Z,최철기,영상 다 쳐보고 댓글다쇼좀,3
2022-07-26T15:10:01Z,2022-07-26T15:10:01Z,삼형제맘,나라 지켜주시는 멋진분들 감사합니다^^,1
2022-07-26T13:23:20Z,2022-07-26T13:23:20Z,나강민,너덜트팀님들 언제나 영상 잘 보고 있습니다. 이번에는 제가 현실에서 친구들하고 얘기하는 모습을 보는 거 같아요. 어떻게 대화를 하는 지 키포인트를 잘 잡아주셔서 연기를 해주시는 거 같아요. 항상 영상을 볼 때마다 공감이 갑니다! 언제나 재미있는 영상 감사드립니다.,24
2022-07-26T10:14:26Z,2022-07-26T10:14:26Z,얼렁뚱땡이,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ연기잘햌ㅋㅋㅋㅋ근데 소말리아 해적얘기하거싶은건 찐인거 같은 얼굴인뎈ㅋㅋㅋㅋ 이거 끝나고 진짜 했는지 궁금ㅋㅋㅋㅋ,0
2022-07-26T09:31:37Z,2022-07-26T09:31:37Z,Ho seung Son,마지막에 현웃 ㅋㅋㅋㅋㅋ,0
2022-07-26T09:30:57Z,2022-07-26T09:30:57Z,김용균,ㅋㅋ 보호필름 잘 붙이는 거 개웃겨,0
2022-07-26T09:07:45Z,2022-07-26T09:07:45Z,hosang Lee,좋아..이런분들있으면 외계인 침공도 물리치겠어 ㅋㅋ,1
2022-07-26T08:19:01Z,2022-07-26T08:19:01Z,TPALS FL,에이전트h님 실제로도 저러실거 같아서 정말 웃으면서 봤네요 ㅋㅋㅋ 남자들끼리 만나면 역시 군대얘기가 빠질수 없죠... 안하고 싶지만 그얘기할때가 제일 재밌거든요... 공감되는 영상 감사합니다.,1
2022-07-26T02:55:14Z,2022-07-26T02:55:14Z,퓨우~,귀엽고 잘생겼어..,1
2022-07-25T20:20:28Z,2022-07-25T20:20:28Z,꼴뚜기별 왕자님,미친 영상 바로 아래에 꼬꼬무 UDT vs 소말리아 해적 영상뜨네ㅋㅋㅋㅋ,0
2022-07-25T17:30:36Z,2022-07-25T17:30:36Z,존 템플턴,찐뺴이가 오니깐 진저리 치면서 도망가네 ㅋ,0
2022-07-25T11:57:21Z,2022-07-25T11:57:21Z,Steve Kim,청자는 없고 화자만 있다는 군대 얘기 ㅋㅋㅋㅋㅋ,0
2022-07-25T11:26:45Z,2022-07-25T11:26:45Z,동치성,"친구중에 군대 젤먼저간 특공 나온친구 휴가 나오면 허구헌날 군대 무용담 풀어놨는데
친구중에 특전사 한명 입소후부터 군대 얘기 하는거 한번도 못봄....
군대 이빨은 해병vs특공이 유난히 심함...
의외로 특전사,유디티 등 진짜 특수군 다녀온 사람들은 군대 얘기 잘안함...직업이란 생각이 강해서였는지...",1
2022-07-25T11:20:33Z,2022-07-25T11:20:33Z,댕댕,아무리 다들 감사하다 해도.. 나같은 프리렌서나 일용직 자영업자분들.. 예비군 끌려가면 손해보면서 가는건데 정작 주는건 푼돈.. 아무리 자긍심 가지려 해도 가질수가 없다.. x발.. 휴일 반납하고 다음주 갔다와야지.. 대한민국 장병들 예비역들 화이팅!!ㅜㅜ,0
2022-07-25T07:35:05Z,2022-07-25T07:35:05Z,명랑아범,소말리아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-25T07:34:28Z,2022-07-25T07:34:28Z,choi duple,저 4개중 빡센 순서 : UDT→703특공대→국수사→인사계원,0
2022-07-25T08:27:04Z,2022-07-25T08:27:04Z,choi duple,@Question 미필들 위해서 한말이니 군필은 지나갑시다,0
2022-07-25T08:22:50Z,2022-07-25T08:22:50Z,Question,그건 남자라면 다알듯..,0
2022-07-25T07:15:51Z,2022-07-25T07:15:51Z,얘너는왜뭐가항상안되니?,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쏘말리아 해적본적있나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-25T03:01:19Z,2022-07-25T03:01:19Z,발광,최종보스 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-25T02:55:31Z,2022-07-25T02:55:31Z,모범시민상,"남제주군 대정읍,  마라도 보이는 해안에서 근무한 나는.... 뭐지? 최후방 ㅋㅋ",0
2022-07-25T01:45:59Z,2022-07-25T01:45:59Z,하만카돈,빨리감기할틈이없네 ㅋㅋㅋㅋㅋㅋ,0
2022-07-25T00:37:32Z,2022-07-25T00:39:49Z,모카모카,난 700특공연대 ㅇㅋ? 특공연대중에 유일하게 천리행군 한부대야 알겠어? 특공연대중에도 클라스가 다르다고 ㅎㅎ 헬기레펠은 걍 노는거지그냥ㅋㅋ 생명수당개꿀 근디 udt앞에선 조용해야지,0
2022-07-24T22:20:19Z,2022-07-24T22:22:17Z,Dahae holic,"쌍팔년도 군대가 암만 힘들었다고 썰을 풀어도.
지금 군대에 있는 행정병이 지금 이 순간에는 제대한 그들보다 더 빡시다...
그게 군대다.",0
2022-07-24T15:23:14Z,2022-07-24T15:23:14Z,우죵,이틀뒤 예비군갑니다 ㅋㅋ,1
2022-07-24T14:50:47Z,2022-07-24T14:50:47Z,절로가자ㅏㅏ,아니 UDT는 반칙이짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
2022-07-24T14:33:56Z,2022-07-24T14:33:56Z,이창민,"나름 개그스럽게 풀었지만...모든 군인, 예비군분들감사합니다.",2
2022-07-24T14:30:30Z,2022-07-24T14:30:30Z,Yellow lover,5백만뷰 찍을만 하다! ㅋㅋ,1
2022-07-24T12:47:11Z,2022-07-24T12:47:11Z,초딩입맛자덕,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ  보다 보니 너무 웃기네요,0
2022-07-24T12:32:56Z,2022-07-24T12:32:56Z,김동현,ㅋ,0
2022-07-24T10:44:42Z,2022-07-24T10:44:42Z,루 몰,우리동네특공대에서 개뿜었ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-24T10:28:06Z,2022-07-24T10:28:06Z,타로밀크티펄추가두번,정말 잘생기셨당,0
2022-07-24T07:59:56Z,2022-07-24T07:59:56Z,Cinamon's Tragedy,"당연히 옛날이 더 빡샜고 지금 편하고 좋아진 거 맞음...
그렇다고 군대 가는 게 쉬운 건 또 아님.",1
2022-07-24T06:24:54Z,2022-07-24T06:24:54Z,1,토마호크 미사일도 있나여?토마호크는 맛있눈데 ㅋㅋㅋㅋ,2
2022-07-24T05:09:32Z,2022-07-24T05:09:32Z,B J,Udt 일반병이었는데 부대에서 길라슈트 실제로봤음,1
2022-07-24T14:23:27Z,2022-07-24T14:23:27Z,Partridge,멋있다요,0
2022-07-24T03:19:34Z,2022-07-24T03:19:34Z,Olivia Jung,ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 잘생겼어 ㅠㅠㅠㅠㅠ,0
2022-07-24T01:48:14Z,2022-07-24T01:48:14Z,날아라병아리,ㅋㅋㅋ잼나네,0
2022-07-23T14:34:35Z,2022-07-23T14:34:35Z,V IP,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-23T13:43:37Z,2022-07-23T13:43:37Z,PhoClassicTV,말하다가 연기가 아니고 기냥 주화입마 해뿌네...,0
2022-07-23T12:35:11Z,2022-07-23T12:35:11Z,Min-seok Ko,"ㅎㅎㅎ 사실 현역보다 예비군 전투력이 훨씬 높을꺼 라는건 군대를 갔다 와보면 바로 알 수 있음.
문제는 민방위지... 
난 다 까먹었버렸음 어떻하지...",0
2022-07-23T11:59:25Z,2022-07-23T11:59:25Z,자라,아 웃기네...,0
2022-07-23T10:25:20Z,2022-07-23T10:25:20Z,투스타,군대 전역한 사람이라면 얼마든지 자부심 가질 자격 있어요 ㅎㅎ 타부대나 특정 보직 까내리는 말은 요즘은 못들어본 것 같은데 남자들끼리 모인 자리에서는 여전히 그러나보네요 ㅋㅋㅋㅋ어쨌든 동생 군대 보내본 후로는 길에서 군복입은 남자들 보면 울컥울컥 해요 현역도 예비군도 다들 자랑스럽습니다💛,0
2022-07-23T10:05:41Z,2022-07-23T10:05:41Z,몰?루,"UDT에 보직 저격수에서 말 다 했지 ㅋㅋㄱㅋ
ㅅㅂ 누가 깝치것누 ㄱㅋㅋㅋ",1
2022-07-26T07:29:50Z,2022-07-26T07:29:50Z,임대환,공사 출신 파일럿이요,1
2022-07-23T08:17:18Z,2022-07-23T08:17:18Z,ᄋᄋᄋ,남자끼리 모이면 꼭 군대 얘기로 자부심부리는건 어딜가나 국룰인거 같애요 ㅋㅋㅋ 서로 자기가 ㄱ빡센데 나왔다고 하다가 에이전트형님 오시니까 진짜 할말 없어지네요 ㅋㅋㅋ 실제로 에이전트님 너무 잘생겼어요 자기 보직 부풀려서 말하기 ㅋㅋㅋ,0
2022-07-23T07:18:20Z,2022-07-23T07:18:20Z,dolx20,군대이야기 시작했는데 아직도 스크롤바 개많이 남은거 보고 식겁했다,1
2022-07-23T06:35:48Z,2022-07-23T06:35:48Z,김재원,웃기지만 누구도 무시 할 수 없다.,0
2022-07-23T05:18:59Z,2022-07-23T05:18:59Z,Benjamin Lee,오 진짜 703인가??? 특공대에 대해 너무 잘 알고 있는데??,0
2022-07-23T04:54:04Z,2022-07-23T04:54:04Z,김희수,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-23T03:17:28Z,2022-07-23T03:17:28Z,김건우,에이전트H 정신전력 합_격,1
2022-07-23T02:01:12Z,2022-07-23T02:01:12Z,SAF,빠져든다,0
2022-07-23T01:48:35Z,2022-07-23T01:48:35Z,김영민,703나오셨나....,0
2022-07-22T16:22:54Z,2022-07-22T16:22:54Z,염루다,다 치우고 전방 4.2mm 박격포 부대가 제일 ㅈ같다,0
2022-07-22T13:54:18Z,2022-07-22T13:54:18Z,Jis1013,UDT앞에서는 숙연해져야지,3
2022-07-22T12:34:53Z,2022-07-22T12:34:53Z,"밤바다,잠든백합","703부대는 707부대와 다른게 움직입니다. 임무 파트가 1 2 가 있다면 1은 부담 하면서 2를 신속히 진행해요. 특히 전선 지대가 아니라 사령관 사살 미션라든지 아니면 중요한 시설 점령및 폭타 아니면 폭파 제거

흠 맞나 아니면 아닌걸로 ㅋㅋ",0
2022-07-22T11:39:12Z,2022-07-22T11:39:12Z,이잉,저 군대얘기 안좋아하는데 3:00 부터 군대얘기가 안끝났으면 했어요,1
2022-07-22T10:55:43Z,2022-07-22T10:55:43Z,람보34,나이들면 군부심됨  지금 맘껏 즐겨야됨,0
2022-07-22T10:53:51Z,2022-07-22T10:53:51Z,국영,사투리 매력 뒤지네,0
2022-07-22T09:57:43Z,2022-07-22T09:59:54Z,서창이,아스테이지에서. 뿜었다... ㅋㅋ,0
2022-07-22T09:48:27Z,2022-07-22T09:48:27Z,SEJIN LEE,빵상?,0
2022-07-22T09:36:53Z,2022-07-22T09:36:53Z,한조충,아 ㅋㅋㅋㅋ 진짜 H님이랑 친구면 겁나 재미있을듯 ㅋㅋㅋㅋㅋㅋㅋ,1
2022-07-22T08:16:23Z,2022-07-22T08:16:23Z,김슬기,아 진짜 카페에서 진심으로 웃었습니다. H님 감사합니다. 빅재미 ㅋㅋㅋ,2
2022-07-22T06:24:36Z,2022-07-22T06:24:36Z,홍염살도깨비,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-22T03:55:02Z,2022-07-22T03:55:02Z,REV 9,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-22T03:45:53Z,2022-07-22T03:45:53Z,삼공공,우와 최고다,0
2022-07-22T03:40:47Z,2022-07-22T03:40:47Z,집중,"나라에 정신나간 것들이 많으니까 월급 100만원 가지고 조롱하는 남녀가 있는거다 ㅋㅋ남초는 뭐만하면 여초만 까는데 지들도 똑같다는걸 모름. 강제로 끌려가서 조선족들보다 못한 대우를 받고 사는데 ㅋㅋ먼저 예비군 됐다는 이유로 요즘 젊은이들을 조롱함 ㅋㅋ이 나라는 딱 그거야. 국뽕에 미쳐 살거나 국까 일뽕에 미쳐 살거나
그외엔 없어 ㅇㅇ BTS 손흥민도 조롱하고 까는 남녀들이 넘치는 한국 ㅋㅋ 노예 생활한게 자랑이랍시고 후배들도 끌려가는걸 깔깔거리며 웃는 싸이코들",0
2022-07-22T03:33:55Z,2022-07-22T03:33:55Z,해바라기,한편의 영화다~~~와~~~~대봑~,0
2022-07-22T02:01:42Z,2022-07-22T02:03:16Z,미스터엘Mister-L,"지 보다 나이가 어라면 꼭 물어보는 말이 ""군대 다녀왔어?""
나이가 20대 중후반 이라면 이해하겠는데 40이 넘고 50을 바라보는 사람에게 물어 볼 말은 아니지.
근데, 이런 말 하는 사람들 방위 이거나 정신적인 이유로 의병제대한 사람들임.
반대로 내가 그 사람들에게 군대 다녀 왔냐고 물어보면 어린놈이 저르장머리가 없다고 함.
나이차이가 몇살 안나는데 ㅋㅋㅋㅋㅋ",0
2022-07-21T14:27:24Z,2022-07-21T14:27:24Z,ng kim,4:40 황찬호 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2022-07-21T14:25:59Z,2022-07-21T14:25:59Z,ng kim,4:08 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-21T13:36:45Z,2022-07-21T13:36:45Z,청룡하리마오906기,말많네ㅋㅋㅋㅋ,0
2022-07-21T13:02:28Z,2022-07-21T13:02:28Z,잠실라이더,나도 703 ㅋㅋㅋ,0
2022-07-21T10:34:39Z,2022-07-21T10:34:39Z,김텐텐,아스테이지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-21T08:00:17Z,2022-07-21T08:00:17Z,랜더 사랑꾼 슬,ㅋㄱㄱㄱㅋㄱ웃기다,0
2022-07-21T07:35:56Z,2022-07-21T07:35:56Z,VANDAL-전동보드 타는 사람,연기가 아니라 진짜 같아...,1
2022-07-21T07:23:51Z,2022-07-21T07:23:51Z,람세스,유디티친구있으면 든든하겠다,1
2022-07-21T06:56:28Z,2022-07-21T06:56:28Z,간단하게말해줘,소말리아 해적 보면 난 지릴꺼 같아,0
2022-07-21T05:58:34Z,2022-07-21T05:58:34Z,판다,"어차피 육군 가봐야 볼일 없다 자기의지 1도 없이 영장받고 끌려오는 애들이99%다 
그러니 가끔 가다 아군끼리 전방 수류탄 하고 칸다아이가 군대는 해군이나 공군 지원해서 가따온나.. 기간 길다고? 긴만큼 다 휴가 외박 으로 망까이 해준다 니가 사고만 안치믄",0
2022-07-21T05:11:14Z,2022-07-21T05:11:14Z,삼영이,진짜  군부심 이해가 안되네 어찌됏던 노예처럼 끌려가서 개처럼 부려지는건 다 마찬가지인데 근데 댓글단 애들 니들은 어디나왔냐?,0
2022-07-21T05:04:25Z,2022-07-21T05:04:25Z,응애세력,연기 아니네 ㅋㅋ,0
2022-07-21T04:42:55Z,2022-07-21T04:42:55Z,김동혁,근데 소말리아 얘기 궁금한데 어디서 볼수있죠???,2
2022-07-21T05:54:20Z,2022-07-21T05:54:20Z,고민영,미션파서블 채널이용,0
2022-07-21T04:29:24Z,2022-07-21T04:29:24Z,Moon Peter,어질어질하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-21T04:05:33Z,2022-07-21T04:05:33Z,쩜,5:21 이거 찐이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-20T13:13:42Z,2022-07-20T13:13:42Z,최원준,재밌다,0
2022-07-20T10:46:09Z,2022-07-20T10:46:09Z,Mbdtf,사투리 쓰는거 개멋있네,0
2022-07-20T10:45:02Z,2022-07-20T10:45:02Z,j w,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기네,0
2022-07-20T09:26:15Z,2022-07-20T09:26:15Z,맑음비온후,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 소말리아 썰풀려고 호다닥 달려가는거 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-20T09:19:12Z,2022-07-20T09:19:12Z,1인 게임 개발자,5급임니다.,0
2022-07-20T07:17:52Z,2022-07-20T07:17:52Z,금융,"죽을때까지,

군대놀이해라.

3끼야.",1
2022-07-20T06:46:58Z,2022-07-20T06:46:58Z,big best,안갔다 온 놈이   최고다,0
2022-07-20T06:00:19Z,2022-07-20T06:04:15Z,J N,소말리아 해적은 이길 수가 없네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 ak를 왜쏴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-20T02:56:40Z,2022-07-20T02:56:40Z,가재,저기서 갑자기 참군인이 나와버리넼ㅋㅋㅋㅋㅋㅋㅋ,1
2022-07-20T00:47:38Z,2022-07-20T00:47:38Z,잠만보,"네네...다들 고생하십니다




ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
진짜 너무 고생할텐데
 부심 귀여웡",1
2022-07-19T21:53:53Z,2022-07-19T21:53:53Z,계영배,UDT배우님 사투리싸라인네!!,1
2022-07-19T15:35:16Z,2022-07-19T15:35:16Z,아바다캐다브라,703특공인데 진짜 ak쏘고 분해결합하는거 ㅋㅋㅋㅋ 애들한테 말해도 안믿음 ㅋㅋ,0
2022-07-19T14:25:43Z,2022-07-19T14:25:43Z,coa,군부심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-19T14:21:01Z,2022-07-19T14:21:01Z,ㅗ,특공대 나왔으면 군부심 ㅇㅈ ㅋㅋ,0
2022-07-19T10:10:45Z,2022-07-19T10:10:45Z,BunGGuilD,제1야전군사령부 소속입니다,0
2022-07-19T09:19:25Z,2022-07-19T09:19:25Z,h_jun218,이제 이근만 섭외하면 되겠다,0
2022-07-19T09:04:28Z,2022-07-19T09:04:28Z,LEEDAQ,아니 H님을 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-19T07:49:41Z,2022-07-19T07:49:41Z,호랑이,걍 ㅈㄴ 오글거리네,0
2022-07-19T03:16:25Z,2022-07-19T03:16:25Z,pain !!,아~ 웃겨~ 좋아~ 군대 얘기 매번 지겹던데... 와 이건 재밌노~,0
2022-07-18T17:45:23Z,2022-07-18T17:45:23Z,F1 2022,아닠ㅋㅋㅋㅋㅋ 극딜 계속 들어가서 미치겠다,0
2022-07-18T11:41:30Z,2022-07-18T11:41:30Z,킹리적 갓심,"""노예들은 노예생활에 익숙해지면 서로 자기 발목의 쇠추가 누가 더 무거운지를 겨룬다""",4
2022-07-18T05:35:26Z,2022-07-18T05:35:26Z,정쏭이,청해부대 23진 다녀왔는데 ㄹㅇ 소말리아 해적 못참지 ㅋㅋ,0
2022-07-17T19:01:34Z,2022-07-17T19:01:34Z,B Key,"군부심 부린적도 없음. 통신 파견병으로 놀다 제대함 ㅋㅋㅋ
 이등병 고생하다 일병부터 사단 연대  파견나가서 아저씨대접받고 근무하다가 병장달고 복귀하니 이미 왕고 ㅋㅋㅋㅋㅋㅋ 꿀빨다 제대 ㅋㅋ",0
2022-07-17T13:21:23Z,2022-07-17T13:21:23Z,이여준,헉 저 군대 가기 싫어하는데 이 영상을 보고 군대를 가야겠다는 생각이 드네요..!! 예비군이 있어서 대한민국 사람들이 평화롭게 지내고 있다는 말이 인상깊어요!  에이전트 H님 출연해셔서 재밌게 봤습니다!,2
2022-07-19T14:04:21Z,2022-07-19T14:04:21Z,Tq,"누구한테 세뇌당하셨어요
지금도 당하고있다면 당근을....",1
2022-07-17T07:16:22Z,2022-07-17T07:16:22Z,말티즈,남자 기준의 가장 쓸데없는 자존심. 군부심.,0
2022-07-17T05:09:43Z,2022-07-17T05:09:43Z,조예린,아 진짜 잘살리시네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-07-16T10:25:46Z,2022-07-16T10:25:46Z,최군,"저랬을때가 있었지...
이젠 돈 잘버는 분이 짱~ 
방위 갔다오셨어도 그분이 짱이셔~",0
2022-07-16T10:20:35Z,2022-07-16T10:20:35Z,나는정상수,육군 경비정을 아시는분이 계십니까..? 육군이지만 배를 타는 특수 보직입니다!,0
2022-07-16T09:07:11Z,2022-07-16T09:07:11Z,David Min,애초에 군대에 끌려가는놈이랑 지원해서 선발된사람이랑 다른이야기 ㅋㅋㅋㅋ,0
2022-07-16T09:06:20Z,2022-07-16T09:06:20Z,Jaehoon Lee,95군번입니다,0
2022-07-16T08:46:23Z,2022-07-16T08:50:40Z,고기조아,그냥 사이좋게 2년 국가에 강제로 헌납당한 인간들끼리 뭘 싸우고 있는지ㅋㅋ 어차피 남는건 공허함 뿐이거늘,0
2022-07-16T03:07:21Z,2022-07-16T03:07:21Z,이규영,소주마는건 잘하는데 ㅋㅋ,0
2022-07-16T02:17:01Z,2022-07-16T02:17:01Z,jongjin park,요즘도 깔깔이 황금색인가용?,0
2022-07-16T02:14:03Z,2022-07-16T02:14:03Z,겸디,요즘군대보다 옛날군대가 더빡셌다고 얘기를 꺼냈는데 왜 자기앞에서 군대얘기를하지말라는건지 도저히 이해불가,0
