published_date,updated_date,commentor,comment,like
2021-03-24T14:41:18Z,2021-03-24T14:41:18Z,유 퀴즈 온 더 튜브,English subtitles will be provided on March 26,48486
2022-11-11T16:22:30Z,2022-11-11T16:22:30Z,KingAnBru REACTS,thanks 😁,0
2022-09-04T06:18:40Z,2022-09-04T06:18:40Z,키보드워리어104,ㅇ,0
2022-07-28T16:47:10Z,2022-07-28T16:47:10Z,과일 ♡쮸링 찜 뀨,ㅈ,0
2022-06-04T12:31:06Z,2022-06-04T12:31:06Z,임김김,워후,0
2022-02-27T03:25:59Z,2022-02-27T03:25:59Z,유빈,.,0
2023-01-04T21:43:00Z,2023-01-04T21:43:00Z,Siberite Moon,May be this is my 50th time watching this video...I can't stop coming back and watching this... As an ARMY this video make me feel happy for her and BTS 💜❤️,0
2023-01-04T13:26:28Z,2023-01-04T13:26:28Z,trashcan,this girl has CONFIDENCE,0
2023-01-03T20:22:29Z,2023-01-03T20:22:29Z,MaryG HA,Me encanta su personalidad 😻😂,0
2023-01-03T10:53:15Z,2023-01-03T10:53:15Z,ななぽむ,"まってこんな7人に笑顔で見られたら耐えられないよ( ,,._.,,)テテと一緒に踊ってる羨ましい🥺テテの笑顔可愛すぎるし、ビジュやばい🥺てかみんな好き☺",0
2023-01-03T04:09:28Z,2023-01-03T04:09:28Z,fanny garcia,Yo quiero bailar en frente de bts todas mis canciones favoritas de ellos y que ellos bailen conmigo 💜💜💜💜💜💜🙏😘,1
2023-01-03T00:01:25Z,2023-01-03T00:01:25Z,재기발랄한 활동가,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아미아닌데 개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ여고생이 다했닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2023-01-02T13:25:16Z,2023-01-02T13:25:16Z,زهراء مراد,💋❤,1
2023-01-02T13:24:40Z,2023-01-02T13:24:40Z,زهراء مراد,زهاء,0
2023-01-02T04:43:27Z,2023-01-02T04:43:27Z,Ade Ira,"Its meaning, many people like BTS",1
2023-01-02T00:25:55Z,2023-01-02T00:25:55Z,댓글달면내가지는거다,미친ㄴ 부럽다 ㅜ,0
2023-01-01T22:23:17Z,2023-01-01T22:23:17Z,money ae,1:24  my dream,0
2022-12-31T20:34:07Z,2022-12-31T20:34:07Z,Dia,Dayumm my good lord tae looks adorably handsome in this one😫🔥,1
2022-12-31T20:33:13Z,2022-12-31T20:33:13Z,Dia,Tae's smile is EVERYTHING 😭👀💗✨,2
2022-12-31T12:34:15Z,2022-12-31T12:34:15Z,s  ♡,حلوينيي,0
2022-12-31T10:12:46Z,2022-12-31T10:12:46Z,희0,다른아이돌보다더잘추세요,0
2022-12-31T10:11:59Z,2022-12-31T10:11:59Z,희0,너무잘추세요,0
2022-12-31T10:10:51Z,2022-12-31T10:10:51Z,희0,김정현씨방탄소년단춤을너무잘추세요,0
2022-12-31T10:09:11Z,2022-12-31T10:09:11Z,희0,너무잘추세요,0
2022-12-31T05:25:25Z,2022-12-31T05:25:25Z,김서현,부러워ㅠㅠ,0
2022-12-31T05:17:30Z,2022-12-31T05:17:30Z,Venom,"""She said one word ""
"" I am tired """,1
2022-12-31T02:57:50Z,2022-12-31T02:57:50Z,ReniPKXD,He was lucky to be able to dance in front of Bangtan,0
2022-12-30T20:26:10Z,2022-12-30T20:26:10Z,Boikanyo Mohlake,I cannot stop smiling. Great representation of A.R.M.Y . Love her 💜,2
2022-12-30T17:44:56Z,2022-12-30T17:44:56Z,ajitha raj,It make my day I love it a lot❤❤❤,0
2022-12-29T11:55:26Z,2022-12-29T11:55:26Z,Dia,BTS is Loveeee💜🔥,1
2022-12-29T11:55:05Z,2022-12-29T11:55:05Z,Dia,7:06 Yeah same girl but I would just melt down there if Tae gives me anything 😭😭😭😭😭😭😭😭✨✨✨✨✨,1
2022-12-29T11:53:25Z,2022-12-29T11:53:25Z,Dia,I mean I would prolly faint infront all of em😭✨,1
2022-12-29T11:52:57Z,2022-12-29T11:52:57Z,Dia,Aaarrrrghhhh this is so cute😭♥️✨,1
2022-12-28T21:02:56Z,2022-12-28T21:02:56Z,Solange,Ellos estaban más entusiasmados que ella creo jajajaj,0
2022-12-28T03:21:30Z,2022-12-28T03:21:30Z,Isdad Fatoni,Jiminaaaaaaa,0
2022-12-27T19:03:43Z,2022-12-27T19:03:43Z,BTSARMY💜💜,그녀는 매우 아름다운 댄서입니다💜,0
2022-12-26T13:34:10Z,2022-12-26T13:34:10Z,truth finder,"Finally a generation of South Korea who loves talent and knows who to support instead of following blindly the Big3. especially SM. When G.O.D was about to be kicked out of the group, all the netizens came together, along with idols to protect him. that Generation was Good. Then a Silent generation came who didn't even protest verbally online in order to protect Jessica when she was kicked out of the Group. Instead, those netizens kept supporting SNSD as 8 members shamelessly, just bcz the company was SM. But finally once again a generation has come who values the talent and it doesn't matter if they belongs to a small company.. and bcz of that support, a small and youngest company BigHit is beating SM entertainment's ass .. I'm so glad when i see this.",0
2022-12-25T13:16:11Z,2022-12-25T13:16:11Z,Hada Sekhara,انهم رائعين,0
2022-12-24T20:23:04Z,2022-12-24T20:23:04Z,Naya __core💜🔮,I think tea have a crush on someone 😉😢😳😭,0
2022-12-24T19:13:55Z,2022-12-24T19:13:55Z,علي الاكبر,Tai 💔,0
2022-12-24T13:07:53Z,2022-12-24T13:07:53Z,Bhavna Parihar,What is the name of this girl,0
2022-12-24T10:17:49Z,2022-12-24T10:17:49Z,Mythesky,seru bngttt 😭😭,0
2022-12-24T08:32:54Z,2022-12-24T08:33:19Z,이지모,1:41 3:47,0
2022-12-23T15:21:48Z,2022-12-23T15:21:48Z,R,البنيه خطيه كل ساع وطايحه طيحه😂😂💍,0
2022-12-21T11:17:23Z,2022-12-21T11:17:23Z,nanana,dia siapa?,0
2022-12-20T17:13:02Z,2022-12-20T17:13:02Z,Thiare A. Rojas,💜👩‍💼🤣 6 🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣💜🤣,0
2022-12-20T06:34:17Z,2022-12-20T06:34:17Z,Fatima Abbaas,شكتب حتى يطلع مترجم🗿💔,0
2022-12-19T15:25:17Z,2022-12-19T15:25:17Z,huvsayy,Cute,1
2022-12-18T23:52:02Z,2022-12-18T23:52:02Z,aidai_0803,"Девочка молодец,жаль что я не знаю английский но BTS ❤❤❤❤",0
2022-12-18T00:53:55Z,2022-12-18T00:53:55Z,Tngim Ferdous,아주 좋은,0
2022-12-17T20:54:23Z,2022-12-17T20:54:23Z,Irfan Ali,I'm interested your real life your real life hm😕,0
2022-12-17T20:52:39Z,2022-12-17T20:52:39Z,Irfan Ali,Oh very well 🙂,0
2022-12-17T11:33:09Z,2022-12-17T11:33:09Z,Moonlight_sufu🌸,They way jungkook was dancing back cutely i falled for him fully😭💗💗💗💗💗!!!!,0
2022-12-17T10:48:24Z,2022-12-17T10:48:24Z,Shrewd fc,الأصفر، رضاضا والأزرق ماء 🦄🐴,0
2022-12-17T05:02:22Z,2022-12-17T05:02:22Z,G D,Как ей повезло 😮‍💨😖she is so lucky 😶‍🌫️,1
2022-12-16T08:10:05Z,2022-12-16T08:10:05Z,이수연,정말 공간을 지배하는 자네.,0
2022-12-16T04:16:35Z,2022-12-16T04:16:35Z,Ana Briseyda,Kings,0
2022-12-15T23:42:13Z,2022-12-15T23:42:37Z,Eman Khaled,사랑해 방탄 사랑해 방탄 보고싶어 방탄 이집트에서 왔고 한국어를 배운다❤️❤️💓💓,3
2022-12-15T07:22:10Z,2022-12-15T07:22:10Z,망개팟지 와 아미,저분 춤출때마다 주변에 함성소리 미쳤다 👍,3
2022-12-15T05:54:41Z,2022-12-15T05:54:41Z,박준,흥 많은 여고생의 광기 ㅋㅋㅋㅋㅋ,0
2022-12-14T22:04:38Z,2022-12-14T22:04:38Z,Hadith,"has someone her social media's accounts? ig,youtube..",0
2022-12-14T14:26:41Z,2022-12-14T14:26:41Z,نونا,https://youtu.be/0f2gk1bvP5I 🥺♥️♥️,0
2022-12-14T12:14:30Z,2022-12-14T12:14:30Z,Kardelen Becerik,Kız bütün armyleri temsil etti çok iyi ya 😂😂😂,0
2022-12-14T08:41:02Z,2022-12-14T08:41:02Z,T-T,Her confidence! Jeez,0
2022-12-13T10:56:48Z,2022-12-13T10:56:48Z,Usman Bukhari,Nice song mic drop 😍 i love bts 💜💜💜💜💜💜💜,1
2022-12-13T10:57:00Z,2022-12-13T10:57:00Z,Usman Bukhari,💜💜💜💜💜💜💜😍,1
2022-12-12T23:55:55Z,2022-12-12T23:55:55Z,분홍이,퀴즈내는아미랑맞추는bts랑찰떡이네...,0
2022-12-11T10:22:34Z,2022-12-11T10:22:34Z,Nada Deyb,JK when he saw her he didn't know  her Then When he saw her  she danced oh I know her🙂🤣😂,0
2022-12-11T08:11:09Z,2022-12-11T08:11:09Z,ㅇ,0:18,0
2022-12-09T16:22:36Z,2022-12-09T16:22:36Z,해피it통신,뷔는웃을때입술이진짜 가짜야 제니는좋갯다ㅋㅋㅋ,0
2023-01-03T05:06:12Z,2023-01-03T05:06:12Z,rose noah,The only fake here is you dumb comment from dumb person,0
2022-12-09T12:21:04Z,2022-12-09T12:21:04Z,정지영,너무유쾌해서 잇몸마름 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-12-08T14:13:35Z,2022-12-08T14:13:35Z,Kiruthik Roshni,As a dancer and a bts fangirl..I'm super jealous yet super proud of her...I hope I'll have this dance moment with bts atleast once in my life.. I'll work for it for sure✊💜,4
2022-12-08T10:35:16Z,2022-12-08T10:35:16Z,Umme Nadira Borna,To me it's like the girl is the star here and BTS members are her fans 🤣🤣,0
2022-12-07T18:23:53Z,2022-12-07T18:23:53Z,Nikita Avhad,Her insta id y ain't she famous she is so good and funny🤣,0
2022-12-07T17:19:14Z,2022-12-07T17:19:14Z,shahzoda Rakhmatbaeva,Which episode???,0
2022-12-07T10:13:46Z,2022-12-07T10:13:46Z,Sipi,This is what we call dance . It's not what u learn but what u feel n how much u love to ...,0
2022-12-04T20:13:32Z,2022-12-04T20:13:32Z,Hammad  khan,wow so nice 👌👌👌👌👌👌❤❤❤❤❤😍😍😍😍💕💕💕💕💕💕😜,1
2022-12-04T12:42:05Z,2022-12-04T12:42:05Z,Yadanar Moe Myint Phue Phue,"I do not feel shy to dance in front of guys.
 I do not stop being shy to dance in front of guys.",0
2022-12-04T12:32:34Z,2022-12-04T12:32:34Z,김선자,댓글도  많이도 달렸는데요,0
2022-12-02T22:11:58Z,2022-12-02T22:11:58Z,AnjKookie,The luckiest army with the best interaction ever!!!,1
2022-12-02T22:08:34Z,2022-12-02T22:08:34Z,루디루디,역대 출연자 중에서  '이거 뽑으면 진짜 가져가요?'라고 물은 사람이 있어나? 그런질문자체가 초심을 잃었다는 반증이지... 아직 어려서 그런건지...,0
2023-01-02T02:52:16Z,2023-01-02T02:52:16Z,ᄒᄒ,진짜 개꼰대 마인드네 역겹다,0
2022-12-05T01:21:24Z,2022-12-05T01:21:24Z,니 말이 다 맞다,?,0
2022-12-01T13:10:50Z,2022-12-01T13:10:50Z,김세경,"이쁘당 ㅎㅎ   긴장도안하고~^~^ㅎㅎ 
귀여워 😍 😍 😍",0
2022-12-01T13:04:21Z,2022-12-01T13:04:21Z,김세경,"대에박 👍   젊음은 예쁨그자체야
부럽다",0
2022-12-01T04:08:49Z,2022-12-01T04:08:58Z,내 눈을 바라봐,3:47 어억,1
2022-11-30T15:19:36Z,2022-11-30T15:19:36Z,Meghalaya boy,BTS is best dance and best 100 blackpink ❤️i love blackpink,0
2022-11-29T10:12:49Z,2022-11-29T10:12:49Z,BTS 💜 Army,💜,1
2022-11-29T05:36:08Z,2022-11-29T05:36:08Z,Laura Floyd,No English subtitles?,0
2022-11-29T05:34:39Z,2022-11-29T05:34:39Z,Laura Floyd,I LOVE HER!!!,0
2022-11-29T04:18:38Z,2022-11-29T04:18:38Z,Sun Min,"Ella es, no se como describirla, pero es muy cool. Adoro su personalidad, yo si tuviera al frente a BTS me olvidaría hasta de como formular palabras.",3
2022-11-28T17:33:42Z,2022-11-28T17:33:42Z,타로신 TV🦆,넘 멋져요 정현님 ~👍👍👍,1
2022-11-28T05:07:41Z,2022-11-28T05:07:41Z,영영,끼쟁이네여~^^,0
2022-11-28T03:09:33Z,2022-11-28T03:09:44Z,다람공주와 일곱요들,3:47 으아아 땡  개커여웤ㅋㅋㅋ큐ㅠㅠ큐ㅠ큐ㅠㅠㅠㅠㅠ,1
2022-11-28T02:59:04Z,2022-11-28T02:59:04Z,Alexandra Reyes valle,Hi BTS fans biased jungkook love you 😍 💜 💓 💗 💕 💖 😍,1
2022-11-27T12:13:52Z,2022-11-27T12:13:52Z,yasmeen mughal vlog,https://youtu.be/II483k98fGU,0
2022-11-26T07:49:13Z,2022-11-26T07:49:13Z,ABAS 7,هههههه😭😭🥺,0
2022-11-26T04:11:24Z,2022-11-26T04:11:24Z,Daniela Rojas,She was being herself that was so cool and very natural ❤,0
2022-11-26T01:13:30Z,2022-11-26T01:13:30Z,Iis Siompu123,🤣🤣🤣🤣🤣🤣🤣💜💜💜💜💜💙💙💙💙,0
2022-11-26T00:03:18Z,2022-11-26T00:03:18Z,말보루,남자115가 문월보러가야징 하는 느낌,0
2022-11-24T16:12:26Z,2022-11-24T16:12:26Z,nail art by nazish,Omo 😮,2
2022-11-24T12:37:35Z,2022-11-24T12:37:35Z,오한결,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
2022-11-23T18:32:37Z,2022-11-23T18:32:37Z,Khan Almas,I am happy that she didn't acted like some stupid fan's and didn't freaked out like other's she made them comfortable wand they also enjoyed her company and The way they were looking at her ✨🥺💜.,3
2022-11-23T15:18:43Z,2022-11-23T15:18:43Z,김도영,ㅎㅎ,1
2022-11-22T09:19:28Z,2022-11-22T09:19:28Z,Jasmin,"Que envidia que ella los conoció, hablo con ellos, los hizo reír, bailo para ellos y Tae y Jimin incluso le ofrecieron regalos, y saber que seguramente yo nunca los podré conocer <\3",3
2022-11-22T08:52:05Z,2022-11-22T08:52:05Z,KIM BO RArmy 💜,I'm so jealous,2
2022-11-22T08:23:01Z,2022-11-22T08:23:01Z,Sarahnng,I love her she’s so incredibly ❤,1
2022-11-21T23:51:17Z,2022-11-21T23:51:17Z,bangtanidolleriniyedibitirdi,Gezwgeni sirtladim,0
2022-11-21T16:37:52Z,2022-11-21T16:37:52Z,사단장,다들 군생활 몇년 했다고????,0
2022-11-21T13:41:24Z,2022-11-21T13:41:24Z,조영남,군대 ㅋㅋㅋ 어지간한 얘기는 같잖네,0
2022-11-21T12:49:37Z,2022-11-21T12:49:37Z,박씨,하지만 제일부러운건 면제,0
2022-11-21T11:47:58Z,2022-11-21T11:47:58Z,jh Jeon,강제로 자유를 억압당한채 2년 버틴게 진짜 대단한거다.,0
2022-11-21T11:04:57Z,2022-11-21T11:04:57Z,이글대나,701특공대 전역자인데 특공대 썰 싱크로 100%  ㅋㅋㅋ,1
2022-11-21T01:36:58Z,2022-11-21T01:36:58Z,공민진,"군대 어디 나왔냐고?
후... 나는 대한민국 국군의 모든 보급을 책임지는 에이전트였지

예 철도 사회복무요원입니다",0
2022-11-21T00:54:05Z,2022-11-21T00:54:05Z,Duyeong Kim,이군부심을 국방뷰가 매우 좋아합니다`~~~~~,0
2022-11-20T10:49:53Z,2022-11-20T10:49:53Z,Black Ice🥊,"HID아니면 군대 다똑같고
20년 더 된거 아니면 다똑같음",0
2022-11-20T09:47:21Z,2022-11-20T09:47:21Z,Jin ramens,예비군 영상 교육할때 이거 보여줘야된다 ㅋㅋ,0
2022-11-20T09:47:05Z,2022-11-20T09:47:05Z,유관의,일반 병사도 헬기 레펠은 하는거 아니었나? 우리는 왜 한겨???,0
2022-11-20T05:14:06Z,2022-11-20T05:14:06Z,Dynamic DooHo,에이젼트H님 짱멋있다ㅋㅋㅋ,1
2022-11-19T17:38:50Z,2022-11-19T17:39:09Z,Hound Unknown,"90미리 무반동총이랑 현궁이랑 동시 운영 못하면 아가리해라....
하필 말년에 바껴서 뒤지는 줄 알았다...

어차피 똑같은 땅깨지만 임마들아...
포쟁이 놈들은 후방에서 지원해주니 꼭 필요한 애들이고
전산쟁이 놈들은 밥주고 물자 지원해주는 좋은 놈들이다.
보급에 실패하면 전쟁에서는 크리티컬한 상황이 온다고...
공수쟁이 놈들은 먼저 들어가서 적 진영 휘저어 놓으니 승리에
목숨걸고 기여하는 멋진 놈들이고..
정찰쟁이들은 상대 전력이 얼마나 되는지 파악해주는 이쁜놈들이고..
저격쟁이들은 내 목숨 코인  사수해주는 착한놈들이다..

나같이 탱크 때려잡는 놈들은
니들이 시가전이나 허허 벌판에서 탱크만나서 발발 떨때
시-부랄거 탱크 어그로를 일타로 끌 수 있는 니들 목숨 니들 뒤에 있는
애들 목숨 연장시켜주는 놈들이다

다 필요하다 누가 더 힘들겠냐 버러지같은 놈들아",0
2022-11-19T17:11:17Z,2022-11-19T17:11:17Z,충덕,UDTvs707분대 컨텐츠 해도 재밌겠다,1
2022-11-19T14:48:56Z,2022-11-19T14:48:56Z,sha kaka,"03:21 (H님 빼고)싸그리 닥치도록!! 잘못하면 5km
거리 내에서 헤드샷 저격 당한다..
05:29 저 이야기 해주세요!!!",1
2022-11-19T02:39:56Z,2022-11-19T02:39:56Z,huze park,면제가  짱이야ㅡㅡ,0
2022-11-19T02:25:34Z,2022-11-19T02:25:34Z,호주의 마법사,"간부는 군부심부리면 안돼지 ㅋㅋㅋㅋ
억지로 안갔짆아 ㅋㅋㅋㅋㅋㅋㅋㅌㅋ
간부가 군부심 극혐이야",0
2022-11-18T16:31:24Z,2022-11-18T16:31:24Z,이웅,"아스테이지....ㅋㅋㅋㅋㅋㅋㅋ군인일때 처음 알았고 전역 이후로 써본적이없음
혹시몰라 써봤을지라도 그게 아스테이지 인줄 모름ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
식판에 주기한다고 아스테이지 라이티라로 선임들꺼 지지고 했는데 ㅋㅋㅋㅋㅋㅋ",0
2022-11-18T09:49:39Z,2022-11-18T09:51:43Z,June S,"특공대 헬기타는건 진짠데 ㅋㅋㅋ 
병사도 헬기훈련 주기적으로 함",0
2022-11-18T08:26:08Z,2022-11-18T08:26:08Z,경상도말씨연구회,솔직히 요즘 군대가 군대냐,0
2022-11-18T05:47:21Z,2022-11-18T05:47:21Z,alldayhappyday,인사계원이였는데 공감되네요 ㅋㅋ,0
2022-11-18T04:44:18Z,2022-11-18T04:44:18Z,SeARin,쏘말리아ㅋㅋㅋㅋ,0
2022-11-17T14:15:40Z,2022-11-17T14:15:40Z,Mex Breeze,군대 어디나오던 뭔 상관이여. 안간애가 젤 부럽,0
2022-11-17T07:09:46Z,2022-11-17T07:09:46Z,simunator,lol POGs cope,0
2022-11-16T11:54:10Z,2022-11-16T11:54:10Z,블루,국수를 왜 사ㅋㅋㅋㅋㅋㅋ,0
2022-11-16T06:31:37Z,2022-11-16T06:31:37Z,청도아재,"육해공, 병과를 떠나서 모두 각자 임무에서 최선을 다하며 나라를 위해 최선을 다 했다고 생각합니다. 
그치만 진짜 어마어마 하게 공감갑니다ㅋㅋㅋㅋㅋㅋ",1
2022-11-15T14:48:36Z,2022-11-15T14:48:36Z,thomas rodriguez,진지할 지 모르겠지만  저걸  6.25(한국전쟁) 국가유공자들이 보면 어떨지  참  궁금하다.,1
2022-11-15T11:46:29Z,2022-11-15T11:46:29Z,5678 Minu,udt못이기짘ㅋㅋㅋㅋㅋ,1
2022-11-15T06:54:08Z,2022-11-15T06:54:08Z,케이트,안/보/관\을 ㅋㅋㅋㅋㅋ,1
2022-11-15T05:54:29Z,2022-11-15T05:54:29Z,희대의양손잡이,"진짜로 UDT에 갔다 온 사람이에요?;;;
어우, 젊었을 때, 유덕화 같은 얼굴에 
근육이 정말 슬기롭고 올바르게 잡혀 있네요😮",0
2022-11-15T05:46:31Z,2022-11-15T05:46:31Z,김두한,444부대 협상대대,0
2022-11-14T14:17:36Z,2022-11-14T14:17:36Z,강윤구,소말리아 ㅋㅋㅋㅋㅋ,0
2022-11-14T08:12:04Z,2022-11-14T08:12:04Z,상멘,소파견지 응급구조요원 이었습니다. 헬기 탈수 있습니다. 아 일반군이 아닌건가,0
2022-11-14T01:08:38Z,2022-11-14T01:08:38Z,m.r. kim,운전병 위생병 인사,0
2022-11-13T17:15:53Z,2022-11-13T17:15:53Z,몬데이먼데이,귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-11-12T17:43:29Z,2022-11-12T17:43:29Z,짱피카소오,대한민국 군인들 다 멋지고 자랑스럽네요,0
2022-11-12T05:01:13Z,2022-11-12T05:01:13Z,380V,703 특공 1대대 출신임다 ㅋㅋㅋ 재미나네여 언급 자체가 감사하고 현역 군장병분들 힘내세요 ㅎㅎㅎ,0
2022-11-12T02:03:30Z,2022-11-12T02:03:30Z,Coco,"걍 70x특공대 
X=군단 3이면 3군단 직할 특공대네 
이런건 말해도 되는거겠지?",0
2022-11-11T20:33:54Z,2022-11-11T20:33:54Z,재영 서,참고로 우리나라는ak안쓴다,0
2022-11-11T11:14:11Z,2022-11-11T11:14:11Z,볼수록매력,ㅅᆞ.소말.ㅋㅋ 밤새 달릴수 있어.ㅋ,0
2022-11-11T08:25:32Z,2022-11-11T08:25:32Z,김민석,확실히 군부심 부려도 되는 사람이지.,0
2022-11-11T03:59:09Z,2022-11-11T03:59:09Z,최민석,최고의 군대는 카투사인가요?,0
2022-11-11T03:10:59Z,2022-11-11T03:10:59Z,김정한,이미 튄거 같은데?,0
2022-11-10T15:29:16Z,2022-11-10T15:29:16Z,jenny kang,안보교육 받으러 온것도 아니고 ㅋㅋㅋㅋㅋㅋ진짜 웃겨 ㅋㅋㅋㅋ,0
2022-11-10T14:30:27Z,2022-11-12T06:51:30Z,YJ K,UDT다녀온 분한데는 군대로 깝죽댈 수가 없다 ㅋㅋㅋ,0
2022-11-10T01:27:17Z,2022-11-10T01:27:17Z,가우수,여자들도 군대 갔다왔으면 모여서 군대 얘기만 할텐데,0
2022-11-10T01:03:08Z,2022-11-10T01:03:08Z,xxx,국수를 왜사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-11-09T09:06:07Z,2022-11-09T09:06:07Z,Palanche,"인사계원이지
인사하는데야? ㅋㅋㅋ     인사를... 하긴 하네 ㅋㅋ",0
2022-11-09T07:17:40Z,2022-11-09T07:17:40Z,성준 김,UDT는......,0
2022-11-09T06:55:47Z,2022-11-09T06:55:47Z,SLR1,개사기...,0
